AT4T27P2 - Pris - 5_5_411_50, movement around 25k ms
time=98576, red=48702, ir=55777
time=98596, red=48694, ir=55775
time=98616, red=48694, ir=55751
time=98636, red=48676, ir=55748
time=98656, red=48679, ir=55739
time=98676, red=48675, ir=55733
time=98696, red=48679, ir=55741
time=98716, red=48684, ir=55773
time=98736, red=48686, ir=55774
time=98756, red=48679, ir=55770
time=98776, red=48690, ir=55781
time=98796, red=48710, ir=55818
time=98816, red=48709, ir=55833
time=98836, red=48703, ir=55830
time=98856, red=48704, ir=55830
time=98876, red=48697, ir=55826
time=98896, red=48720, ir=55851
time=98916, red=48687, ir=55854
time=98936, red=48711, ir=55848
time=98956, red=48707, ir=55865
time=98976, red=48699, ir=55866
time=98996, red=48699, ir=55855
time=99016, red=48693, ir=55874
time=99036, red=48695, ir=55866
time=99056, red=48703, ir=55880
time=99076, red=48708, ir=55914
time=99096, red=48712, ir=55913
time=99116, red=48703, ir=55926
time=99136, red=48709, ir=55928
time=99156, red=48693, ir=55914
time=99176, red=48684, ir=55925
time=99196, red=48694, ir=55927
time=99216, red=48699, ir=55935
time=99236, red=48699, ir=55950
time=99256, red=48704, ir=55949
time=99276, red=48726, ir=55973
time=99296, red=48721, ir=56012
time=99316, red=48717, ir=55994
time=99336, red=48709, ir=55996
time=99356, red=48698, ir=55995
time=99376, red=48687, ir=55977
time=99396, red=48682, ir=55967
time=99416, red=48678, ir=55952
time=99436, red=48661, ir=55911
time=99456, red=48661, ir=55894
time=99476, red=48634, ir=55859
time=99496, red=48620, ir=55825
time=99516, red=48597, ir=55811
time=99536, red=48609, ir=55778
time=99556, red=48606, ir=55768
time=99576, red=48592, ir=55744
time=99596, red=48603, ir=55722
time=99616, red=48600, ir=55698
time=99636, red=48602, ir=55712
time=99656, red=48609, ir=55694
time=99676, red=48618, ir=55703
time=99696, red=48616, ir=55703
time=99716, red=48622, ir=55685
time=99736, red=48621, ir=55687
time=99756, red=48624, ir=55687
time=99776, red=48632, ir=55689
time=99796, red=48641, ir=55689
time=99816, red=48637, ir=55697
time=99836, red=48655, ir=55706
time=99856, red=48639, ir=55703
time=99876, red=48651, ir=55697
time=99896, red=48653, ir=55712
time=99916, red=48673, ir=55744
time=99936, red=48693, ir=55771
HR=113, SP=97
time=99962, red=48681, ir=55765
time=99976, red=48699, ir=55766
time=99995, red=48684, ir=55762
time=100015, red=48700, ir=55760
time=100035, red=48687, ir=55759
time=100055, red=48684, ir=55769
time=100075, red=48695, ir=55758
time=100095, red=48666, ir=55766
time=100115, red=48684, ir=55748
time=100135, red=48684, ir=55763
time=100155, red=48682, ir=55764
time=100175, red=48689, ir=55777
time=100195, red=48693, ir=55783
time=100215, red=48692, ir=55802
time=100235, red=48680, ir=55788
time=100255, red=48683, ir=55789
time=100275, red=48693, ir=55790
time=100295, red=48689, ir=55788
time=100315, red=48689, ir=55819
time=100335, red=48691, ir=55827
time=100355, red=48691, ir=55827
time=100375, red=48695, ir=55823
time=100395, red=48690, ir=55832
time=100415, red=48678, ir=55824
time=100435, red=48681, ir=55817
time=100455, red=48683, ir=55837
time=100475, red=48688, ir=55837
time=100495, red=48687, ir=55861
time=100515, red=48688, ir=55854
time=100535, red=48687, ir=55869
time=100555, red=48677, ir=55874
time=100575, red=48680, ir=55867
time=100595, red=48674, ir=55883
time=100615, red=48682, ir=55898
time=100635, red=48679, ir=55907
time=100655, red=48688, ir=55909
time=100675, red=48688, ir=55906
time=100695, red=48668, ir=55914
time=100715, red=48682, ir=55920
time=100735, red=48676, ir=55938
time=100755, red=48672, ir=55923
time=100775, red=48679, ir=55928
time=100795, red=48681, ir=55952
time=100815, red=48689, ir=55948
time=100835, red=48675, ir=55943
time=100855, red=48666, ir=55952
time=100875, red=48681, ir=55958
time=100895, red=48675, ir=55965
time=100915, red=48680, ir=55965
time=100935, red=48676, ir=55973
time=100955, red=48661, ir=55956
time=100975, red=48656, ir=55927
time=100995, red=48641, ir=55909
time=101015, red=48627, ir=55887
time=101035, red=48625, ir=55864
time=101055, red=48606, ir=55821
time=101075, red=48594, ir=55806
time=101095, red=48584, ir=55797
time=101115, red=48582, ir=55756
time=101135, red=48584, ir=55732
time=101155, red=48575, ir=55722
time=101175, red=48577, ir=55704
time=101195, red=48588, ir=55706
time=101215, red=48572, ir=55673
time=101235, red=48569, ir=55660
time=101255, red=48579, ir=55645
time=101275, red=48566, ir=55637
time=101295, red=48579, ir=55633
time=101315, red=48568, ir=55620
time=101335, red=48585, ir=55649
time=101355, red=48593, ir=55653
time=101375, red=48602, ir=55657
time=101395, red=48602, ir=55667
time=101415, red=48612, ir=55692
time=101435, red=48625, ir=55698
time=101455, red=48623, ir=55705
time=101475, red=48634, ir=55714
time=101495, red=48618, ir=55718
time=101515, red=48630, ir=55724
time=101535, red=48636, ir=55724
time=101555, red=48629, ir=55723
time=101575, red=48630, ir=55722
time=101595, red=48641, ir=55722
time=101615, red=48636, ir=55718
time=101635, red=48623, ir=55690
time=101655, red=48621, ir=55680
time=101675, red=48598, ir=55670
time=101695, red=48602, ir=55654
time=101715, red=48607, ir=55666
time=101735, red=48621, ir=55673
time=101755, red=48618, ir=55658
time=101775, red=48614, ir=55662
time=101795, red=48610, ir=55679
time=101815, red=48611, ir=55699
time=101835, red=48622, ir=55723
time=101855, red=48623, ir=55744
time=101875, red=48634, ir=55761
time=101895, red=48633, ir=55754
time=101915, red=48634, ir=55775
time=101935, red=48645, ir=55800
HR=146, SP=89
time=101955, red=48653, ir=55824
time=101975, red=48650, ir=55839
time=101995, red=48672, ir=55855
time=102015, red=48672, ir=55847
time=102035, red=48665, ir=55860
time=102055, red=48645, ir=55852
time=102075, red=48667, ir=55849
time=102095, red=48666, ir=55865
time=102115, red=48661, ir=55884
time=102135, red=48656, ir=55893
time=102155, red=48652, ir=55852
time=102175, red=48657, ir=55851
time=102195, red=48642, ir=55869
time=102215, red=48640, ir=55869
time=102235, red=48639, ir=55893
time=102255, red=48648, ir=55872
time=102275, red=48645, ir=55889
time=102295, red=48635, ir=55865
time=102315, red=48628, ir=55859
time=102335, red=48615, ir=55829
time=102355, red=48611, ir=55817
time=102375, red=48605, ir=55798
time=102395, red=48607, ir=55772
time=102415, red=48569, ir=55745
time=102435, red=48567, ir=55709
time=102455, red=48552, ir=55684
time=102475, red=48536, ir=55658
time=102495, red=48546, ir=55633
time=102515, red=48527, ir=55649
time=102535, red=48551, ir=55623
time=102555, red=48532, ir=55604
time=102575, red=48538, ir=55590
time=102595, red=48544, ir=55583
time=102615, red=48552, ir=55594
time=102635, red=48562, ir=55577
time=102655, red=48563, ir=55582
time=102675, red=48560, ir=55575
time=102695, red=48565, ir=55585
time=102715, red=48574, ir=55602
time=102735, red=48574, ir=55610
time=102755, red=48587, ir=55622
time=102775, red=48590, ir=55642
time=102795, red=48597, ir=55639
time=102815, red=48612, ir=55659
time=102835, red=48607, ir=55682
time=102855, red=48624, ir=55681
time=102875, red=48623, ir=55701
time=102895, red=48614, ir=55686
time=102915, red=48610, ir=55694
time=102935, red=48633, ir=55717
time=102955, red=48617, ir=55716
time=102975, red=48610, ir=55715
time=102995, red=48612, ir=55723
time=103015, red=48615, ir=55721
time=103035, red=48612, ir=55731
time=103055, red=48607, ir=55737
time=103075, red=48629, ir=55733
time=103095, red=48619, ir=55731
time=103115, red=48618, ir=55742
time=103135, red=48620, ir=55729
time=103155, red=48617, ir=55758
time=103175, red=48609, ir=55744
time=103195, red=48615, ir=55767
time=103215, red=48627, ir=55773
time=103235, red=48619, ir=55778
time=103255, red=48615, ir=55790
time=103275, red=48614, ir=55792
time=103295, red=48621, ir=55807
time=103315, red=48628, ir=55814
time=103335, red=48641, ir=55836
time=103355, red=48630, ir=55827
time=103375, red=48626, ir=55840
time=103395, red=48632, ir=55850
time=103415, red=48634, ir=55857
time=103435, red=48629, ir=55877
time=103455, red=48638, ir=55867
time=103475, red=48624, ir=55848
time=103495, red=48613, ir=55851
time=103515, red=48606, ir=55847
time=103535, red=48613, ir=55864
time=103555, red=48612, ir=55871
time=103575, red=48617, ir=55870
time=103595, red=48612, ir=55876
time=103615, red=48619, ir=55887
time=103635, red=48615, ir=55885
time=103655, red=48613, ir=55887
time=103675, red=48602, ir=55902
time=103695, red=48594, ir=55876
time=103714, red=48603, ir=55882
time=103734, red=48593, ir=55857
time=103754, red=48575, ir=55848
time=103774, red=48577, ir=55841
time=103794, red=48573, ir=55789
time=103814, red=48554, ir=55785
time=103834, red=48540, ir=55755
time=103854, red=48537, ir=55739
time=103874, red=48532, ir=55720
time=103894, red=48519, ir=55696
time=103914, red=48515, ir=55685
time=103934, red=48512, ir=55648
HR=113, SP=90
time=103959, red=48515, ir=55628
time=103974, red=48500, ir=55613
time=103994, red=48513, ir=55611
time=104014, red=48508, ir=55608
time=104034, red=48519, ir=55609
time=104054, red=48539, ir=55620
time=104074, red=48528, ir=55621
time=104094, red=48547, ir=55614
time=104114, red=48551, ir=55628
time=104134, red=48548, ir=55625
time=104154, red=48552, ir=55635
time=104174, red=48562, ir=55634
time=104194, red=48574, ir=55634
time=104214, red=48564, ir=55643
time=104234, red=48578, ir=55663
time=104254, red=48582, ir=55683
time=104274, red=48588, ir=55691
time=104294, red=48596, ir=55700
time=104314, red=48618, ir=55706
time=104334, red=48601, ir=55737
time=104354, red=48598, ir=55737
time=104374, red=48593, ir=55732
time=104394, red=48602, ir=55732
time=104414, red=48597, ir=55727
time=104434, red=48589, ir=55727
time=104454, red=48597, ir=55739
time=104474, red=48599, ir=55737
time=104494, red=48594, ir=55749
time=104514, red=48590, ir=55756
time=104534, red=48591, ir=55749
time=104554, red=48596, ir=55774
time=104574, red=48591, ir=55775
time=104594, red=48589, ir=55772
time=104614, red=48609, ir=55798
time=104634, red=48594, ir=55788
time=104654, red=48611, ir=55805
time=104674, red=48618, ir=55835
time=104694, red=48620, ir=55822
time=104714, red=48607, ir=55844
time=104734, red=48617, ir=55856
time=104754, red=48622, ir=55869
time=104774, red=48612, ir=55868
time=104794, red=48610, ir=55887
time=104814, red=48627, ir=55899
time=104834, red=48614, ir=55894
time=104854, red=48604, ir=55904
time=104874, red=48624, ir=55905
time=104894, red=48627, ir=55909
time=104914, red=48620, ir=55918
time=104934, red=48618, ir=55925
time=104954, red=48625, ir=55928
time=104974, red=48621, ir=55916
time=104994, red=48615, ir=55937
time=105014, red=48607, ir=55942
time=105034, red=48626, ir=55949
time=105054, red=48622, ir=55966
time=105074, red=48621, ir=55969
time=105094, red=48611, ir=55973
time=105114, red=48619, ir=55980
time=105134, red=48630, ir=55987
time=105154, red=48628, ir=56009
time=105174, red=48625, ir=56026
time=105194, red=48629, ir=56013
time=105214, red=48627, ir=56004
time=105234, red=48624, ir=56031
time=105254, red=48622, ir=56004
time=105274, red=48611, ir=56006
time=105294, red=48601, ir=55977
time=105314, red=48598, ir=55972
time=105334, red=48572, ir=55930
time=105354, red=48571, ir=55915
time=105374, red=48554, ir=55878
time=105394, red=48549, ir=55869
time=105414, red=48537, ir=55832
time=105434, red=48541, ir=55794
time=105454, red=48514, ir=55769
time=105474, red=48517, ir=55760
time=105494, red=48511, ir=55725
time=105514, red=48511, ir=55717
time=105534, red=48513, ir=55689
time=105554, red=48511, ir=55686
time=105574, red=48498, ir=55675
time=105594, red=48533, ir=55682
time=105614, red=48525, ir=55669
time=105634, red=48529, ir=55660
time=105654, red=48530, ir=55665
time=105674, red=48546, ir=55675
time=105694, red=48543, ir=55695
time=105714, red=48549, ir=55702
time=105734, red=48569, ir=55705
time=105754, red=48572, ir=55722
time=105774, red=48569, ir=55720
time=105794, red=48578, ir=55732
time=105814, red=48583, ir=55738
time=105834, red=48588, ir=55739
time=105854, red=48585, ir=55752
time=105874, red=48579, ir=55750
time=105894, red=48582, ir=55742
time=105914, red=48583, ir=55746
time=105934, red=48584, ir=55767
HR=105, SP=93
time=105954, red=48587, ir=55752
time=105974, red=48595, ir=55753
time=105994, red=48581, ir=55763
time=106014, red=48584, ir=55758
time=106034, red=48585, ir=55746
time=106054, red=48581, ir=55732
time=106074, red=48589, ir=55761
time=106094, red=48573, ir=55749
time=106114, red=48585, ir=55765
time=106134, red=48581, ir=55766
time=106154, red=48587, ir=55768
time=106174, red=48571, ir=55773
time=106194, red=48598, ir=55785
time=106214, red=48590, ir=55792
time=106234, red=48600, ir=55800
time=106254, red=48592, ir=55820
time=106274, red=48604, ir=55820
time=106294, red=48589, ir=55828
time=106314, red=48597, ir=55849
time=106334, red=48601, ir=55843
time=106354, red=48598, ir=55855
time=106374, red=48612, ir=55870
time=106394, red=48614, ir=55865
time=106414, red=48616, ir=55879
time=106434, red=48624, ir=55893
time=106454, red=48610, ir=55904
time=106474, red=48615, ir=55901
time=106494, red=48611, ir=55904
time=106514, red=48606, ir=55904
time=106534, red=48614, ir=55902
time=106554, red=48607, ir=55885
time=106574, red=48610, ir=55921
time=106594, red=48615, ir=55917
time=106614, red=48605, ir=55918
time=106634, red=48598, ir=55910
time=106654, red=48608, ir=55910
time=106674, red=48591, ir=55896
time=106694, red=48594, ir=55891
time=106714, red=48582, ir=55903
time=106734, red=48586, ir=55881
time=106754, red=48581, ir=55899
time=106774, red=48587, ir=55883
time=106794, red=48592, ir=55888
time=106814, red=48579, ir=55903
time=106834, red=48582, ir=55900
time=106854, red=48586, ir=55898
time=106874, red=48570, ir=55870
time=106894, red=48566, ir=55859
time=106914, red=48551, ir=55827
time=106934, red=48547, ir=55806
time=106954, red=48538, ir=55747
time=106974, red=48519, ir=55717
time=106994, red=48523, ir=55692
time=107014, red=48518, ir=55667
time=107034, red=48500, ir=55646
time=107054, red=48508, ir=55628
time=107074, red=48501, ir=55615
time=107094, red=48506, ir=55592
time=107114, red=48509, ir=55594
time=107134, red=48525, ir=55621
time=107154, red=48535, ir=55627
time=107174, red=48550, ir=55640
time=107194, red=48566, ir=55635
time=107214, red=48573, ir=55651
time=107233, red=48574, ir=55654
time=107253, red=48583, ir=55683
time=107273, red=48582, ir=55687
time=107293, red=48591, ir=55707
time=107313, red=48589, ir=55698
time=107333, red=48599, ir=55699
time=107353, red=48606, ir=55710
time=107373, red=48596, ir=55700
time=107393, red=48601, ir=55713
time=107413, red=48602, ir=55709
time=107433, red=48598, ir=55715
time=107453, red=48603, ir=55711
time=107473, red=48605, ir=55694
time=107493, red=48593, ir=55716
time=107513, red=48601, ir=55703
time=107533, red=48605, ir=55706
time=107553, red=48613, ir=55712
time=107573, red=48615, ir=55713
time=107593, red=48608, ir=55723
time=107613, red=48618, ir=55749
time=107633, red=48627, ir=55765
time=107653, red=48646, ir=55791
time=107673, red=48643, ir=55783
time=107693, red=48641, ir=55783
time=107713, red=48633, ir=55819
time=107733, red=48643, ir=55832
time=107753, red=48649, ir=55828
time=107773, red=48650, ir=55828
time=107793, red=48646, ir=55838
time=107813, red=48642, ir=55834
time=107833, red=48659, ir=55861
time=107853, red=48669, ir=55845
time=107873, red=48653, ir=55851
time=107893, red=48659, ir=55837
time=107913, red=48663, ir=55828
time=107933, red=48651, ir=55830
HR=162, SP=95
time=107960, red=48656, ir=55834
time=107973, red=48648, ir=55825
time=107993, red=48652, ir=55822
time=108013, red=48649, ir=55828
time=108033, red=48668, ir=55849
time=108053, red=48655, ir=55855
time=108073, red=48657, ir=55851
time=108093, red=48654, ir=55839
time=108113, red=48637, ir=55834
time=108133, red=48619, ir=55823
time=108153, red=48626, ir=55821
time=108173, red=48616, ir=55813
time=108193, red=48608, ir=55790
time=108213, red=48599, ir=55763
time=108233, red=48587, ir=55748
time=108253, red=48584, ir=55711
time=108273, red=48577, ir=55687
time=108293, red=48548, ir=55664
time=108313, red=48553, ir=55628
time=108333, red=48544, ir=55600
time=108353, red=48537, ir=55585
time=108373, red=48536, ir=55573
time=108393, red=48552, ir=55577
time=108413, red=48566, ir=55567
time=108433, red=48555, ir=55546
time=108453, red=48562, ir=55535
time=108473, red=48553, ir=55518
time=108493, red=48565, ir=55500
time=108513, red=48582, ir=55507
time=108533, red=48562, ir=55513
time=108553, red=48568, ir=55505
time=108573, red=48569, ir=55510
time=108593, red=48583, ir=55518
time=108613, red=48604, ir=55526
time=108633, red=48604, ir=55542
time=108653, red=48607, ir=55547
time=108673, red=48616, ir=55552
time=108693, red=48609, ir=55566
time=108713, red=48615, ir=55571
time=108733, red=48607, ir=55560
time=108753, red=48626, ir=55573
time=108773, red=48624, ir=55587
time=108793, red=48619, ir=55589
time=108813, red=48643, ir=55605
time=108833, red=48626, ir=55593
time=108853, red=48646, ir=55609
time=108873, red=48638, ir=55621
time=108893, red=48637, ir=55633
time=108913, red=48644, ir=55632
time=108933, red=48633, ir=55637
time=108953, red=48629, ir=55632
time=108973, red=48655, ir=55630
time=108993, red=48633, ir=55635
time=109013, red=48634, ir=55637
time=109033, red=48634, ir=55655
time=109053, red=48653, ir=55676
time=109073, red=48642, ir=55665
time=109093, red=48667, ir=55684
time=109113, red=48661, ir=55683
time=109133, red=48640, ir=55699
time=109153, red=48665, ir=55717
time=109173, red=48653, ir=55716
time=109193, red=48660, ir=55742
time=109213, red=48665, ir=55743
time=109233, red=48673, ir=55736
time=109253, red=48666, ir=55760
time=109273, red=48671, ir=55777
time=109293, red=48676, ir=55796
time=109313, red=48691, ir=55813
time=109333, red=48677, ir=55811
time=109353, red=48678, ir=55815
time=109373, red=48692, ir=55823
time=109393, red=48683, ir=55833
time=109413, red=48700, ir=55836
time=109433, red=48689, ir=55858
time=109453, red=48689, ir=55864
time=109473, red=48705, ir=55877
time=109493, red=48717, ir=55880
time=109513, red=48715, ir=55884
time=109533, red=48712, ir=55891
time=109553, red=48704, ir=55881
time=109573, red=48689, ir=55882
time=109593, red=48694, ir=55863
time=109613, red=48682, ir=55862
time=109633, red=48683, ir=55872
time=109653, red=48681, ir=55861
time=109673, red=48688, ir=55862
time=109693, red=48674, ir=55845
time=109713, red=48671, ir=55808
time=109733, red=48660, ir=55794
time=109753, red=48634, ir=55760
time=109773, red=48618, ir=55742
time=109793, red=48617, ir=55719
time=109813, red=48621, ir=55712
time=109833, red=48612, ir=55689
time=109853, red=48617, ir=55657
time=109873, red=48612, ir=55641
time=109893, red=48613, ir=55621
time=109913, red=48618, ir=55603
time=109933, red=48618, ir=55583
HR=176, SP=95
time=109953, red=48626, ir=55583
time=109973, red=48619, ir=55574
time=109993, red=48628, ir=55571
time=110013, red=48644, ir=55580
time=110033, red=48655, ir=55574
time=110053, red=48660, ir=55580
time=110073, red=48660, ir=55580
time=110093, red=48671, ir=55577
time=110113, red=48680, ir=55593
time=110133, red=48697, ir=55606
time=110153, red=48703, ir=55623
time=110173, red=48712, ir=55653
time=110193, red=48732, ir=55671
time=110213, red=48741, ir=55681
time=110233, red=48729, ir=55685
time=110253, red=48737, ir=55684
time=110273, red=48722, ir=55679
time=110293, red=48723, ir=55666
time=110313, red=48734, ir=55658
time=110333, red=48722, ir=55639
time=110353, red=48716, ir=55628
time=110373, red=48707, ir=55618
time=110393, red=48709, ir=55609
time=110413, red=48725, ir=55621
time=110433, red=48733, ir=55607
time=110453, red=48724, ir=55614
time=110473, red=48724, ir=55617
time=110493, red=48717, ir=55610
time=110512, red=48727, ir=55616
time=110532, red=48737, ir=55622
time=110552, red=48728, ir=55620
time=110572, red=48727, ir=55625
time=110592, red=48729, ir=55635
time=110612, red=48720, ir=55635
time=110632, red=48725, ir=55629
time=110652, red=48722, ir=55629
time=110672, red=48723, ir=55624
time=110692, red=48694, ir=55622
time=110712, red=48723, ir=55616
time=110732, red=48721, ir=55649
time=110752, red=48706, ir=55638
time=110772, red=48704, ir=55655
time=110792, red=48726, ir=55671
time=110812, red=48739, ir=55713
time=110832, red=48734, ir=55717
time=110852, red=48743, ir=55714
time=110872, red=48747, ir=55735
time=110892, red=48727, ir=55746
time=110912, red=48744, ir=55730
time=110932, red=48723, ir=55742
time=110952, red=48742, ir=55738
time=110972, red=48730, ir=55757
time=110992, red=48735, ir=55747
time=111012, red=48745, ir=55761
time=111032, red=48749, ir=55749
time=111052, red=48729, ir=55743
time=111072, red=48732, ir=55732
time=111092, red=48705, ir=55705
time=111112, red=48713, ir=55690
time=111132, red=48709, ir=55672
time=111152, red=48699, ir=55656
time=111172, red=48693, ir=55640
time=111192, red=48706, ir=55614
time=111212, red=48694, ir=55595
time=111232, red=48699, ir=55576
time=111252, red=48686, ir=55561
time=111272, red=48676, ir=55530
time=111292, red=48687, ir=55515
time=111312, red=48704, ir=55527
time=111332, red=48721, ir=55546
time=111352, red=48717, ir=55527
time=111372, red=48733, ir=55552
time=111392, red=48721, ir=55529
time=111412, red=48728, ir=55540
time=111432, red=48738, ir=55551
time=111452, red=48764, ir=55575
time=111472, red=48758, ir=55589
time=111492, red=48754, ir=55597
time=111512, red=48753, ir=55590
time=111532, red=48780, ir=55618
time=111552, red=48779, ir=55619
time=111572, red=48792, ir=55641
time=111592, red=48790, ir=55648
time=111612, red=48802, ir=55655
time=111632, red=48792, ir=55654
time=111652, red=48796, ir=55660
time=111672, red=48784, ir=55669
time=111692, red=48782, ir=55647
time=111712, red=48790, ir=55630
time=111732, red=48794, ir=55668
time=111752, red=48807, ir=55669
time=111772, red=48815, ir=55707
time=111792, red=48819, ir=55707
time=111812, red=48817, ir=55722
time=111832, red=48825, ir=55736
time=111852, red=48823, ir=55749
time=111872, red=48836, ir=55740
time=111892, red=48836, ir=55766
time=111912, red=48849, ir=55773
time=111932, red=48831, ir=55792
HR=82, SP=95
time=111957, red=48851, ir=55777
time=111972, red=48837, ir=55786
time=111992, red=48855, ir=55799
time=112012, red=48846, ir=55796
time=112032, red=48827, ir=55802
time=112052, red=48845, ir=55808
time=112072, red=48846, ir=55824
time=112092, red=48837, ir=55804
time=112112, red=48836, ir=55803
time=112132, red=48850, ir=55836
time=112152, red=48866, ir=55810
time=112172, red=48835, ir=55829
time=112192, red=48825, ir=55838
time=112212, red=48841, ir=55822
time=112232, red=48842, ir=55866
time=112252, red=48848, ir=55860
time=112272, red=48849, ir=55863
time=112292, red=48828, ir=55860
time=112312, red=48843, ir=55854
time=112332, red=48842, ir=55861
time=112352, red=48842, ir=55857
time=112372, red=48826, ir=55852
time=112392, red=48827, ir=55863
time=112412, red=48833, ir=55864
time=112432, red=48828, ir=55826
time=112452, red=48807, ir=55820
time=112472, red=48800, ir=55767
time=112492, red=48782, ir=55750
time=112512, red=48780, ir=55744
time=112532, red=48794, ir=55730
time=112552, red=48782, ir=55697
time=112572, red=48770, ir=55677
time=112592, red=48761, ir=55668
time=112612, red=48772, ir=55652
time=112632, red=48789, ir=55651
time=112652, red=48787, ir=55616
time=112672, red=48787, ir=55623
time=112692, red=48774, ir=55612
time=112712, red=48781, ir=55617
time=112732, red=48795, ir=55626
time=112752, red=48808, ir=55643
time=112772, red=48812, ir=55660
time=112792, red=48818, ir=55675
time=112812, red=48824, ir=55691
time=112832, red=48843, ir=55692
time=112852, red=48840, ir=55702
time=112872, red=48831, ir=55716
time=112892, red=48848, ir=55738
time=112912, red=48865, ir=55743
time=112932, red=48859, ir=55763
time=112952, red=48850, ir=55754
time=112972, red=48844, ir=55747
time=112992, red=48855, ir=55746
time=113012, red=48839, ir=55738
time=113032, red=48854, ir=55763
time=113052, red=48861, ir=55775
time=113072, red=48863, ir=55777
time=113092, red=48860, ir=55783
time=113112, red=48851, ir=55785
time=113132, red=48848, ir=55787
time=113152, red=48863, ir=55810
time=113172, red=48862, ir=55811
time=113192, red=48866, ir=55830
time=113212, red=48875, ir=55836
time=113232, red=48890, ir=55862
time=113252, red=48909, ir=55895
time=113272, red=48898, ir=55910
time=113292, red=48885, ir=55896
time=113312, red=48906, ir=55901
time=113332, red=48902, ir=55922
time=113352, red=48915, ir=55930
time=113372, red=48896, ir=55922
time=113392, red=48901, ir=55951
time=113412, red=48907, ir=55954
time=113432, red=48908, ir=55951
time=113452, red=48898, ir=55950
time=113472, red=48886, ir=55951
time=113492, red=48906, ir=55980
time=113512, red=48908, ir=55990
time=113532, red=48905, ir=55976
time=113552, red=48876, ir=55963
time=113572, red=48890, ir=55972
time=113592, red=48904, ir=55987
time=113612, red=48893, ir=55997
time=113632, red=48895, ir=56006
time=113652, red=48897, ir=56016
time=113672, red=48900, ir=56026
time=113692, red=48906, ir=56029
time=113712, red=48893, ir=56013
time=113732, red=48885, ir=56015
time=113752, red=48891, ir=56042
time=113772, red=48908, ir=56061
time=113792, red=48923, ir=56091
time=113811, red=48919, ir=56116
time=113831, red=48918, ir=56092
time=113851, red=48913, ir=56106
time=113871, red=48917, ir=56092
time=113891, red=48906, ir=56096
time=113911, red=48902, ir=56083
time=113931, red=48886, ir=56062
HR=98, SP=94
time=113951, red=48890, ir=56032
time=113971, red=48881, ir=56054
time=113991, red=48860, ir=55995
time=114011, red=48845, ir=55966
time=114031, red=48852, ir=55960
time=114051, red=48831, ir=55938
time=114071, red=48817, ir=55886
time=114091, red=48818, ir=55877
time=114111, red=48807, ir=55840
time=114131, red=48820, ir=55862
time=114151, red=48812, ir=55839
time=114171, red=48837, ir=55835
time=114191, red=48823, ir=55832
time=114211, red=48853, ir=55859
time=114231, red=48857, ir=55874
time=114251, red=48876, ir=55883
time=114271, red=48865, ir=55839
time=114291, red=48861, ir=55862
time=114311, red=48871, ir=55867
time=114331, red=48866, ir=55857
time=114351, red=48858, ir=55850
time=114371, red=48863, ir=55859
time=114391, red=48866, ir=55869
time=114411, red=48887, ir=55891
time=114431, red=48873, ir=55910
time=114451, red=48895, ir=55903
time=114471, red=48896, ir=55942
time=114491, red=48900, ir=55943
time=114511, red=48888, ir=55942
time=114531, red=48881, ir=55929
time=114551, red=48887, ir=55924
time=114571, red=48899, ir=55966
time=114591, red=48899, ir=55963
time=114611, red=48899, ir=55940
time=114631, red=48886, ir=55931
time=114651, red=48888, ir=55945
time=114671, red=48889, ir=55940
time=114691, red=48884, ir=55951
time=114711, red=48878, ir=55943
time=114731, red=48892, ir=55962
time=114751, red=48896, ir=55980
time=114771, red=48906, ir=56002
time=114791, red=48897, ir=56001
time=114811, red=48903, ir=55996
time=114831, red=48908, ir=55994
time=114851, red=48895, ir=56003
time=114871, red=48913, ir=56035
time=114891, red=48917, ir=56039
time=114911, red=48907, ir=56027
time=114931, red=48896, ir=56018
time=114951, red=48882, ir=56009
time=114971, red=48885, ir=56012
time=114991, red=48886, ir=56019
time=115011, red=48894, ir=56033
time=115031, red=48911, ir=56066
time=115051, red=48904, ir=56082
time=115071, red=48915, ir=56065
time=115091, red=48896, ir=56061
time=115111, red=48890, ir=56066
time=115131, red=48898, ir=56068
time=115151, red=48879, ir=56058
time=115171, red=48879, ir=56073
time=115191, red=48904, ir=56099
time=115211, red=48910, ir=56100
time=115231, red=48903, ir=56092
time=115251, red=48890, ir=56104
time=115271, red=48889, ir=56104
time=115291, red=48894, ir=56116
time=115311, red=48891, ir=56101
time=115331, red=48896, ir=56090
time=115351, red=48858, ir=56086
time=115371, red=48864, ir=56072
time=115391, red=48854, ir=56049
time=115411, red=48843, ir=56027
time=115431, red=48837, ir=56009
time=115451, red=48827, ir=55997
time=115471, red=48832, ir=55979
time=115491, red=48821, ir=55941
time=115511, red=48795, ir=55895
time=115531, red=48786, ir=55879
time=115551, red=48799, ir=55852
time=115571, red=48777, ir=55835
time=115591, red=48790, ir=55826
time=115611, red=48788, ir=55826
time=115631, red=48797, ir=55815
time=115651, red=48791, ir=55808
time=115671, red=48796, ir=55812
time=115691, red=48793, ir=55810
time=115711, red=48803, ir=55803
time=115731, red=48819, ir=55826
time=115751, red=48823, ir=55828
time=115771, red=48821, ir=55848
time=115791, red=48842, ir=55868
time=115811, red=48845, ir=55869
time=115831, red=48852, ir=55887
time=115851, red=48862, ir=55915
time=115871, red=48865, ir=55922
time=115891, red=48869, ir=55939
time=115911, red=48877, ir=55927
