AT4T27P2 - Pris - 5_5_411_50, movement around 25k ms
time=63907, red=47645, ir=55345
time=63927, red=47654, ir=55359
time=63947, red=47676, ir=55381
HR=333, SP=20
time=63971, red=47702, ir=55413
time=63987, red=47707, ir=55405
time=64007, red=47699, ir=55386
time=64027, red=47716, ir=55410
time=64047, red=47767, ir=55424
time=64067, red=47793, ir=55435
time=64087, red=47813, ir=55432
time=64107, red=47810, ir=55442
time=64127, red=47811, ir=55419
time=64147, red=47798, ir=55413
time=64167, red=47793, ir=55420
time=64187, red=47734, ir=55437
time=64207, red=47700, ir=55416
time=64227, red=47666, ir=55407
time=64247, red=47602, ir=55360
time=64267, red=47547, ir=55339
time=64287, red=47499, ir=55348
time=64307, red=47492, ir=55394
time=64327, red=47514, ir=55449
time=64347, red=47484, ir=55438
time=64367, red=47467, ir=55412
time=64387, red=47453, ir=55402
time=64407, red=47422, ir=55399
time=64427, red=47407, ir=55390
time=64447, red=47390, ir=55374
time=64467, red=47366, ir=55369
time=64487, red=47359, ir=55374
time=64507, red=47330, ir=55361
time=64527, red=47325, ir=55353
time=64547, red=47313, ir=55323
time=64567, red=47289, ir=55333
time=64587, red=47280, ir=55332
time=64607, red=47262, ir=55329
time=64627, red=47237, ir=55341
time=64647, red=47228, ir=55319
time=64667, red=47195, ir=55321
time=64687, red=47191, ir=55343
time=64707, red=47195, ir=55356
time=64727, red=47181, ir=55357
time=64747, red=47159, ir=55349
time=64767, red=47118, ir=55339
time=64786, red=47120, ir=55337
time=64806, red=47115, ir=55327
time=64826, red=47126, ir=55354
time=64846, red=47116, ir=55361
time=64866, red=47088, ir=55338
time=64886, red=47059, ir=55325
time=64906, red=47035, ir=55301
time=64926, red=47033, ir=55275
time=64946, red=46983, ir=55245
time=64966, red=46969, ir=55242
time=64986, red=46951, ir=55224
time=65006, red=46940, ir=55190
time=65026, red=46927, ir=55198
time=65046, red=46922, ir=55167
time=65066, red=46899, ir=55151
time=65086, red=46853, ir=55113
time=65106, red=46839, ir=55081
time=65126, red=46800, ir=55059
time=65146, red=46769, ir=55047
time=65166, red=46753, ir=55040
time=65186, red=46724, ir=55006
time=65206, red=46705, ir=54987
time=65226, red=46669, ir=54980
time=65246, red=46677, ir=54966
time=65266, red=46667, ir=54959
time=65286, red=46658, ir=54936
time=65306, red=46616, ir=54929
time=65326, red=46628, ir=54925
time=65346, red=46607, ir=54898
time=65366, red=46594, ir=54893
time=65386, red=46593, ir=54894
time=65406, red=46576, ir=54869
time=65426, red=46563, ir=54869
time=65446, red=46573, ir=54869
time=65466, red=46595, ir=54865
time=65486, red=46578, ir=54845
time=65506, red=46589, ir=54833
time=65526, red=46601, ir=54834
time=65546, red=46573, ir=54813
time=65566, red=46578, ir=54804
time=65586, red=46575, ir=54782
time=65606, red=46605, ir=54820
time=65626, red=46614, ir=54809
time=65646, red=46626, ir=54801
time=65666, red=46595, ir=54795
time=65686, red=46609, ir=54762
time=65706, red=46606, ir=54773
time=65726, red=46611, ir=54779
time=65746, red=46622, ir=54784
time=65766, red=46627, ir=54755
time=65786, red=46644, ir=54763
time=65806, red=46637, ir=54755
time=65826, red=46646, ir=54744
time=65846, red=46651, ir=54743
time=65866, red=46676, ir=54734
time=65886, red=46700, ir=54741
time=65906, red=46720, ir=54752
time=65926, red=46739, ir=54741
time=65946, red=46740, ir=54749
HR=333, SP=20
time=65966, red=46732, ir=54752
time=65986, red=46745, ir=54747
time=66006, red=46763, ir=54734
time=66026, red=46755, ir=54730
time=66046, red=46770, ir=54749
time=66066, red=46802, ir=54759
time=66086, red=46817, ir=54767
time=66106, red=46826, ir=54756
time=66126, red=46826, ir=54742
time=66146, red=46835, ir=54736
time=66166, red=46847, ir=54740
time=66186, red=46846, ir=54735
time=66206, red=46861, ir=54756
time=66226, red=46867, ir=54758
time=66246, red=46872, ir=54760
time=66266, red=46896, ir=54767
time=66286, red=46930, ir=54799
time=66306, red=46923, ir=54797
time=66326, red=46946, ir=54788
time=66346, red=46950, ir=54803
time=66366, red=46969, ir=54817
time=66386, red=46970, ir=54806
time=66406, red=46992, ir=54812
time=66426, red=46992, ir=54808
time=66446, red=46993, ir=54769
time=66466, red=47006, ir=54741
time=66486, red=46991, ir=54716
time=66506, red=46992, ir=54670
time=66526, red=46980, ir=54651
time=66546, red=46976, ir=54613
time=66566, red=46952, ir=54553
time=66586, red=46935, ir=54508
time=66606, red=46919, ir=54459
time=66626, red=46913, ir=54422
time=66646, red=46911, ir=54379
time=66666, red=46910, ir=54335
time=66686, red=46904, ir=54310
time=66706, red=46930, ir=54283
time=66726, red=46947, ir=54247
time=66746, red=46952, ir=54237
time=66766, red=46967, ir=54227
time=66786, red=46988, ir=54229
time=66806, red=47020, ir=54227
time=66826, red=47057, ir=54249
time=66846, red=47100, ir=54262
time=66866, red=47120, ir=54246
time=66886, red=47144, ir=54241
time=66906, red=47145, ir=54240
time=66926, red=47174, ir=54256
time=66946, red=47188, ir=54235
time=66966, red=47189, ir=54217
time=66986, red=47204, ir=54205
time=67006, red=47219, ir=54194
time=67026, red=47244, ir=54203
time=67046, red=47278, ir=54226
time=67066, red=47308, ir=54237
time=67086, red=47324, ir=54240
time=67106, red=47335, ir=54242
time=67126, red=47354, ir=54227
time=67146, red=47352, ir=54223
time=67166, red=47371, ir=54214
time=67186, red=47371, ir=54215
time=67206, red=47395, ir=54243
time=67226, red=47415, ir=54257
time=67246, red=47442, ir=54256
time=67266, red=47452, ir=54267
time=67286, red=47478, ir=54285
time=67306, red=47514, ir=54330
time=67326, red=47523, ir=54309
time=67346, red=47543, ir=54330
time=67366, red=47540, ir=54340
time=67386, red=47549, ir=54336
time=67406, red=47570, ir=54347
time=67426, red=47578, ir=54376
time=67446, red=47599, ir=54384
time=67466, red=47618, ir=54405
time=67486, red=47618, ir=54395
time=67506, red=47636, ir=54432
time=67526, red=47633, ir=54418
time=67546, red=47651, ir=54433
time=67566, red=47655, ir=54434
time=67586, red=47660, ir=54447
time=67606, red=47677, ir=54468
time=67626, red=47673, ir=54463
time=67646, red=47689, ir=54462
time=67666, red=47686, ir=54455
time=67686, red=47687, ir=54446
time=67706, red=47672, ir=54449
time=67726, red=47695, ir=54463
time=67746, red=47708, ir=54485
time=67766, red=47729, ir=54517
time=67786, red=47736, ir=54509
time=67806, red=47735, ir=54503
time=67826, red=47742, ir=54513
time=67846, red=47725, ir=54504
time=67865, red=47735, ir=54534
time=67885, red=47741, ir=54541
time=67905, red=47745, ir=54547
time=67925, red=47742, ir=54553
time=67945, red=47736, ir=54521
HR=333, SP=20
time=67972, red=47743, ir=54499
time=67985, red=47724, ir=54501
time=68005, red=47731, ir=54482
time=68025, red=47740, ir=54459
time=68045, red=47734, ir=54427
time=68065, red=47722, ir=54395
time=68085, red=47723, ir=54346
time=68105, red=47703, ir=54316
time=68125, red=47708, ir=54311
time=68145, red=47701, ir=54290
time=68165, red=47709, ir=54275
time=68185, red=47719, ir=54255
time=68205, red=47725, ir=54263
time=68225, red=47752, ir=54237
time=68245, red=47767, ir=54226
time=68265, red=47762, ir=54232
time=68285, red=47782, ir=54223
time=68305, red=47786, ir=54224
time=68325, red=47802, ir=54239
time=68345, red=47816, ir=54242
time=68365, red=47836, ir=54267
time=68385, red=47841, ir=54283
time=68405, red=47871, ir=54346
time=68425, red=47885, ir=54352
time=68445, red=47893, ir=54363
time=68465, red=47877, ir=54358
time=68485, red=47876, ir=54346
time=68505, red=47890, ir=54351
time=68525, red=47893, ir=54347
time=68545, red=47881, ir=54359
time=68565, red=47891, ir=54355
time=68585, red=47881, ir=54344
time=68605, red=47887, ir=54376
time=68625, red=47910, ir=54387
time=68645, red=47918, ir=54399
time=68665, red=47921, ir=54417
time=68685, red=47926, ir=54414
time=68705, red=47911, ir=54407
time=68725, red=47911, ir=54404
time=68745, red=47906, ir=54416
time=68765, red=47909, ir=54434
time=68785, red=47911, ir=54430
time=68805, red=47906, ir=54444
time=68825, red=47929, ir=54469
time=68845, red=47938, ir=54494
time=68865, red=47955, ir=54517
time=68885, red=47947, ir=54521
time=68905, red=47955, ir=54509
time=68925, red=47951, ir=54526
time=68945, red=47932, ir=54523
time=68965, red=47938, ir=54545
time=68985, red=47944, ir=54537
time=69005, red=47928, ir=54565
time=69025, red=47941, ir=54589
time=69045, red=47952, ir=54599
time=69065, red=47955, ir=54613
time=69085, red=47944, ir=54619
time=69105, red=47948, ir=54618
time=69125, red=47943, ir=54608
time=69145, red=47942, ir=54617
time=69165, red=47944, ir=54643
time=69185, red=47939, ir=54641
time=69205, red=47947, ir=54652
time=69225, red=47935, ir=54662
time=69245, red=47939, ir=54660
time=69265, red=47949, ir=54670
time=69285, red=47947, ir=54685
time=69305, red=47938, ir=54687
time=69325, red=47940, ir=54683
time=69345, red=47925, ir=54682
time=69365, red=47919, ir=54698
time=69385, red=47927, ir=54721
time=69405, red=47943, ir=54732
time=69425, red=47955, ir=54756
time=69445, red=47957, ir=54767
time=69465, red=47963, ir=54782
time=69485, red=47942, ir=54799
time=69505, red=47945, ir=54803
time=69525, red=47955, ir=54815
time=69545, red=47936, ir=54798
time=69565, red=47928, ir=54802
time=69585, red=47925, ir=54818
time=69605, red=47928, ir=54819
time=69625, red=47914, ir=54816
time=69645, red=47897, ir=54796
time=69665, red=47902, ir=54783
time=69685, red=47890, ir=54769
time=69705, red=47875, ir=54742
time=69725, red=47877, ir=54739
time=69745, red=47857, ir=54679
time=69765, red=47845, ir=54654
time=69785, red=47842, ir=54612
time=69805, red=47820, ir=54586
time=69825, red=47828, ir=54557
time=69845, red=47817, ir=54551
time=69865, red=47799, ir=54524
time=69885, red=47804, ir=54504
time=69905, red=47822, ir=54508
time=69925, red=47841, ir=54503
time=69945, red=47831, ir=54508
HR=333, SP=20
time=69965, red=47832, ir=54502
time=69985, red=47838, ir=54512
time=70005, red=47848, ir=54529
time=70025, red=47865, ir=54545
time=70045, red=47867, ir=54566
time=70065, red=47884, ir=54590
time=70085, red=47890, ir=54616
time=70105, red=47911, ir=54636
time=70125, red=47901, ir=54629
time=70145, red=47884, ir=54637
time=70165, red=47909, ir=54656
time=70185, red=47906, ir=54673
time=70205, red=47936, ir=54692
time=70225, red=47927, ir=54697
time=70245, red=47913, ir=54698
time=70265, red=47919, ir=54696
time=70285, red=47921, ir=54707
time=70305, red=47913, ir=54701
time=70325, red=47914, ir=54693
time=70345, red=47894, ir=54700
time=70365, red=47908, ir=54709
time=70385, red=47911, ir=54725
time=70405, red=47929, ir=54752
time=70425, red=47932, ir=54781
time=70445, red=47946, ir=54796
time=70465, red=47936, ir=54798
time=70485, red=47929, ir=54810
time=70505, red=47920, ir=54795
time=70525, red=47926, ir=54802
time=70545, red=47917, ir=54806
time=70565, red=47923, ir=54822
time=70585, red=47921, ir=54844
time=70605, red=47932, ir=54857
time=70625, red=47923, ir=54869
time=70645, red=47928, ir=54863
time=70665, red=47915, ir=54879
time=70684, red=47923, ir=54899
time=70704, red=47917, ir=54892
time=70724, red=47925, ir=54934
time=70744, red=47923, ir=54920
time=70764, red=47914, ir=54935
time=70784, red=47926, ir=54937
time=70804, red=47923, ir=54947
time=70824, red=47908, ir=54956
time=70844, red=47921, ir=54965
time=70864, red=47921, ir=54959
time=70884, red=47903, ir=54978
time=70904, red=47906, ir=54978
time=70924, red=47896, ir=54968
time=70944, red=47901, ir=54981
time=70964, red=47886, ir=54994
time=70984, red=47903, ir=55002
time=71004, red=47890, ir=55013
time=71024, red=47912, ir=55020
time=71044, red=47900, ir=55040
time=71064, red=47888, ir=55037
time=71084, red=47871, ir=55052
time=71104, red=47885, ir=55049
time=71124, red=47890, ir=55062
time=71144, red=47880, ir=55065
time=71164, red=47866, ir=55071
time=71184, red=47896, ir=55093
time=71204, red=47884, ir=55106
time=71224, red=47889, ir=55108
time=71244, red=47880, ir=55098
time=71264, red=47876, ir=55084
time=71284, red=47840, ir=55071
time=71304, red=47834, ir=55062
time=71324, red=47835, ir=55053
time=71344, red=47820, ir=55011
time=71364, red=47814, ir=54985
time=71384, red=47788, ir=54949
time=71404, red=47777, ir=54928
time=71424, red=47780, ir=54893
time=71444, red=47754, ir=54886
time=71464, red=47758, ir=54873
time=71484, red=47754, ir=54832
time=71504, red=47738, ir=54834
time=71524, red=47752, ir=54812
time=71544, red=47734, ir=54806
time=71564, red=47750, ir=54784
time=71584, red=47735, ir=54780
time=71604, red=47751, ir=54767
time=71624, red=47771, ir=54777
time=71644, red=47763, ir=54778
time=71664, red=47789, ir=54800
time=71684, red=47793, ir=54831
time=71704, red=47799, ir=54849
time=71724, red=47804, ir=54853
time=71744, red=47809, ir=54867
time=71764, red=47804, ir=54858
time=71784, red=47803, ir=54858
time=71804, red=47807, ir=54873
time=71824, red=47830, ir=54889
time=71844, red=47821, ir=54891
time=71864, red=47814, ir=54892
time=71884, red=47819, ir=54912
time=71904, red=47815, ir=54905
time=71924, red=47808, ir=54903
time=71944, red=47826, ir=54913
HR=545, SP=-1
time=71968, red=47819, ir=54942
time=71984, red=47830, ir=54959
time=72004, red=47832, ir=54972
time=72024, red=47837, ir=54975
time=72044, red=47842, ir=54981
time=72064, red=47822, ir=54966
time=72084, red=47819, ir=54972
time=72104, red=47828, ir=54987
time=72124, red=47823, ir=55002
time=72144, red=47822, ir=55023
time=72164, red=47836, ir=55040
time=72184, red=47822, ir=55048
time=72204, red=47807, ir=55032
time=72224, red=47813, ir=55039
time=72244, red=47817, ir=55058
time=72264, red=47824, ir=55061
time=72284, red=47827, ir=55077
time=72304, red=47820, ir=55100
time=72324, red=47824, ir=55111
time=72344, red=47831, ir=55127
time=72364, red=47824, ir=55128
time=72384, red=47819, ir=55118
time=72404, red=47821, ir=55128
time=72424, red=47811, ir=55157
time=72444, red=47814, ir=55162
time=72464, red=47803, ir=55163
time=72484, red=47793, ir=55163
time=72504, red=47802, ir=55155
time=72524, red=47805, ir=55184
time=72544, red=47803, ir=55207
time=72564, red=47813, ir=55217
time=72584, red=47810, ir=55216
time=72604, red=47809, ir=55231
time=72624, red=47813, ir=55233
time=72644, red=47820, ir=55250
time=72664, red=47807, ir=55250
time=72684, red=47792, ir=55257
time=72704, red=47805, ir=55255
time=72724, red=47804, ir=55262
time=72744, red=47787, ir=55268
time=72764, red=47790, ir=55260
time=72784, red=47786, ir=55257
time=72804, red=47779, ir=55283
time=72824, red=47798, ir=55296
time=72844, red=47774, ir=55297
time=72864, red=47762, ir=55294
time=72884, red=47772, ir=55298
time=72904, red=47776, ir=55288
time=72924, red=47756, ir=55276
time=72944, red=47757, ir=55279
time=72964, red=47743, ir=55284
time=72984, red=47754, ir=55285
time=73004, red=47742, ir=55252
time=73024, red=47717, ir=55243
time=73044, red=47704, ir=55213
time=73064, red=47688, ir=55183
time=73084, red=47690, ir=55163
time=73104, red=47668, ir=55118
time=73124, red=47660, ir=55101
time=73144, red=47654, ir=55085
time=73164, red=47659, ir=55085
time=73184, red=47668, ir=55069
time=73204, red=47660, ir=55048
time=73224, red=47654, ir=55037
time=73244, red=47658, ir=55022
time=73264, red=47662, ir=54997
time=73284, red=47654, ir=54982
time=73304, red=47647, ir=55006
time=73324, red=47675, ir=55006
time=73344, red=47684, ir=55012
time=73364, red=47672, ir=55019
time=73384, red=47677, ir=55019
time=73404, red=47677, ir=55027
time=73424, red=47686, ir=55014
time=73444, red=47692, ir=55017
time=73464, red=47671, ir=55026
time=73484, red=47677, ir=55018
time=73504, red=47667, ir=55017
time=73524, red=47690, ir=55047
time=73544, red=47710, ir=55068
time=73564, red=47711, ir=55084
time=73584, red=47704, ir=55086
time=73604, red=47693, ir=55079
time=73624, red=47688, ir=55080
time=73644, red=47670, ir=55087
time=73664, red=47680, ir=55100
time=73684, red=47681, ir=55095
time=73703, red=47676, ir=55129
time=73723, red=47696, ir=55145
time=73743, red=47682, ir=55166
time=73763, red=47695, ir=55167
time=73783, red=47685, ir=55161
time=73803, red=47682, ir=55178
time=73823, red=47674, ir=55177
time=73843, red=47672, ir=55181
time=73863, red=47676, ir=55183
time=73883, red=47667, ir=55203
time=73903, red=47669, ir=55200
time=73923, red=47673, ir=55235
time=73943, red=47703, ir=55253
HR=176, SP=-1
time=73963, red=47700, ir=55276
time=73983, red=47680, ir=55284
time=74003, red=47672, ir=55263
time=74023, red=47660, ir=55262
time=74043, red=47674, ir=55253
time=74063, red=47665, ir=55249
time=74083, red=47655, ir=55253
time=74103, red=47643, ir=55269
time=74123, red=47645, ir=55260
time=74143, red=47645, ir=55263
time=74163, red=47649, ir=55284
time=74183, red=47634, ir=55272
time=74203, red=47626, ir=55270
time=74223, red=47628, ir=55265
time=74243, red=47636, ir=55279
time=74263, red=47619, ir=55271
time=74283, red=47616, ir=55291
time=74303, red=47618, ir=55309
time=74323, red=47621, ir=55316
time=74343, red=47630, ir=55349
time=74363, red=47627, ir=55345
time=74383, red=47635, ir=55381
time=74403, red=47661, ir=55405
time=74423, red=47652, ir=55437
time=74443, red=47666, ir=55435
time=74463, red=47647, ir=55426
time=74483, red=47664, ir=55442
time=74503, red=47665, ir=55471
time=74523, red=47678, ir=55465
time=74543, red=47662, ir=55461
time=74563, red=47664, ir=55476
time=74583, red=47682, ir=55470
time=74603, red=47663, ir=55445
time=74623, red=47653, ir=55409
time=74643, red=47626, ir=55353
time=74663, red=47621, ir=55327
time=74683, red=47600, ir=55288
time=74703, red=47584, ir=55260
time=74723, red=47582, ir=55218
time=74743, red=47557, ir=55178
time=74763, red=47548, ir=55159
time=74783, red=47561, ir=55144
time=74803, red=47555, ir=55111
time=74823, red=47572, ir=55103
time=74843, red=47567, ir=55101
time=74863, red=47574, ir=55091
time=74883, red=47560, ir=55093
time=74903, red=47564, ir=55076
time=74923, red=47547, ir=55055
time=74943, red=47558, ir=55037
time=74963, red=47562, ir=55033
time=74983, red=47563, ir=55025
time=75003, red=47561, ir=55039
time=75023, red=47606, ir=55087
time=75043, red=47638, ir=55133
time=75063, red=47654, ir=55189
time=75083, red=47672, ir=55191
time=75103, red=47686, ir=55205
time=75123, red=47678, ir=55232
time=75143, red=47700, ir=55216
time=75163, red=47683, ir=55213
time=75183, red=47676, ir=55213
time=75203, red=47663, ir=55230
time=75223, red=47665, ir=55224
time=75243, red=47668, ir=55243
time=75263, red=47688, ir=55260
time=75283, red=47701, ir=55288
time=75303, red=47713, ir=55285
time=75323, red=47699, ir=55297
time=75343, red=47692, ir=55308
time=75363, red=47689, ir=55307
time=75383, red=47689, ir=55323
time=75403, red=47697, ir=55339
time=75423, red=47708, ir=55349
time=75443, red=47701, ir=55345
time=75463, red=47713, ir=55351
time=75483, red=47753, ir=55398
time=75503, red=47745, ir=55409
time=75523, red=47753, ir=55407
time=75543, red=47754, ir=55417
time=75563, red=47749, ir=55414
time=75583, red=47738, ir=55426
time=75603, red=47749, ir=55425
time=75623, red=47736, ir=55429
time=75643, red=47741, ir=55422
time=75663, red=47737, ir=55438
time=75683, red=47738, ir=55438
time=75703, red=47748, ir=55461
time=75723, red=47753, ir=55454
time=75743, red=47754, ir=55456
time=75763, red=47758, ir=55493
time=75783, red=47790, ir=55510
time=75803, red=47796, ir=55518
time=75823, red=47782, ir=55527
time=75843, red=47778, ir=55528
time=75863, red=47791, ir=55521
time=75883, red=47775, ir=55507
time=75903, red=47778, ir=55525
time=75923, red=47777, ir=55511
time=75943, red=47768, ir=55539
HR=74, SP=90
time=75967, red=47783, ir=55528
time=75983, red=47770, ir=55537
time=76003, red=47769, ir=55550
time=76023, red=47785, ir=55552
time=76043, red=47785, ir=55540
time=76063, red=47781, ir=55533
time=76083, red=47780, ir=55529
time=76103, red=47764, ir=55522
time=76123, red=47760, ir=55512
time=76143, red=47768, ir=55497
time=76163, red=47749, ir=55460
time=76183, red=47731, ir=55439
time=76203, red=47725, ir=55405
time=76223, red=47712, ir=55385
time=76243, red=47708, ir=55353
time=76263, red=47709, ir=55353
time=76283, red=47717, ir=55343
time=76303, red=47723, ir=55330
time=76323, red=47725, ir=55304
time=76343, red=47716, ir=55278
time=76363, red=47728, ir=55270
time=76383, red=47722, ir=55271
time=76403, red=47748, ir=55259
time=76423, red=47747, ir=55266
time=76443, red=47746, ir=55249
time=76463, red=47758, ir=55242
time=76483, red=47762, ir=55269
time=76502, red=47783, ir=55299
time=76522, red=47805, ir=55300
time=76542, red=47806, ir=55288
time=76562, red=47822, ir=55292
time=76582, red=47826, ir=55337
time=76602, red=47835, ir=55344
time=76622, red=47831, ir=55341
time=76642, red=47839, ir=55349
time=76662, red=47833, ir=55340
time=76682, red=47843, ir=55345
time=76702, red=47841, ir=55350
time=76722, red=47853, ir=55361
time=76742, red=47853, ir=55366
time=76762, red=47867, ir=55375
time=76782, red=47877, ir=55383
time=76802, red=47879, ir=55390
time=76822, red=47862, ir=55396
time=76842, red=47871, ir=55378
time=76862, red=47880, ir=55387
time=76882, red=47885, ir=55391
time=76902, red=47888, ir=55415
time=76922, red=47881, ir=55422
time=76942, red=47907, ir=55444
time=76962, red=47914, ir=55455
time=76982, red=47915, ir=55461
time=77002, red=47916, ir=55469
time=77022, red=47925, ir=55473
time=77042, red=47924, ir=55490
time=77062, red=47933, ir=55497
time=77082, red=47928, ir=55509
time=77102, red=47938, ir=55512
time=77122, red=47938, ir=55504
time=77142, red=47965, ir=55536
time=77162, red=47972, ir=55559
time=77182, red=47983, ir=55565
time=77202, red=47986, ir=55568
time=77222, red=47970, ir=55572
time=77242, red=47968, ir=55567
time=77262, red=47965, ir=55556
time=77282, red=47963, ir=55589
time=77302, red=47974, ir=55569
time=77322, red=47980, ir=55604
time=77342, red=47985, ir=55625
time=77362, red=47998, ir=55620
time=77382, red=47996, ir=55625
time=77402, red=48002, ir=55603
time=77422, red=48001, ir=55615
time=77442, red=48007, ir=55618
time=77462, red=47996, ir=55633
time=77482, red=48000, ir=55627
time=77502, red=48003, ir=55636
time=77522, red=48014, ir=55632
time=77542, red=47998, ir=55627
time=77562, red=48000, ir=55653
time=77582, red=48004, ir=55633
time=77602, red=48007, ir=55662
time=77622, red=48045, ir=55690
time=77642, red=48033, ir=55676
time=77662, red=48031, ir=55659
time=77682, red=47997, ir=55634
time=77702, red=48002, ir=55611
time=77722, red=47965, ir=55563
time=77742, red=47978, ir=55542
time=77762, red=47959, ir=55507
time=77782, red=47975, ir=55478
time=77802, red=47940, ir=55444
time=77822, red=47939, ir=55418
time=77842, red=47935, ir=55390
time=77862, red=47917, ir=55364
time=77882, red=47930, ir=55357
time=77902, red=47942, ir=55342
time=77922, red=47952, ir=55314
time=77942, red=47944, ir=55305
HR=93, SP=-1
time=77962, red=47938, ir=55296
time=77982, red=47947, ir=55291
time=78002, red=47952, ir=55285
time=78022, red=47959, ir=55275
time=78042, red=47976, ir=55277
time=78062, red=48002, ir=55303
time=78082, red=48020, ir=55333
time=78102, red=48029, ir=55350
time=78122, red=48057, ir=55353
time=78142, red=48048, ir=55349
time=78162, red=48058, ir=55386
time=78182, red=48082, ir=55419
time=78202, red=48112, ir=55429
time=78222, red=48114, ir=55437
time=78242, red=48140, ir=55441
time=78262, red=48129, ir=55442
time=78282, red=48132, ir=55453
time=78302, red=48130, ir=55440
time=78322, red=48145, ir=55461
time=78342, red=48139, ir=55453
time=78362, red=48147, ir=55462
time=78382, red=48143, ir=55464
time=78402, red=48136, ir=55462
time=78422, red=48131, ir=55458
time=78442, red=48142, ir=55452
time=78462, red=48144, ir=55447
time=78482, red=48140, ir=55453
time=78502, red=48120, ir=55418
time=78522, red=48120, ir=55418
time=78542, red=48112, ir=55422
time=78562, red=48108, ir=55457
time=78582, red=48149, ir=55480
time=78602, red=48179, ir=55513
time=78622, red=48194, ir=55534
time=78642, red=48188, ir=55533
time=78662, red=48183, ir=55549
time=78682, red=48170, ir=55526
time=78702, red=48171, ir=55542
time=78722, red=48144, ir=55493
time=78742, red=48132, ir=55443
time=78762, red=48131, ir=55453
time=78782, red=48134, ir=55476
time=78802, red=48167, ir=55530
time=78822, red=48182, ir=55537
time=78842, red=48174, ir=55575
time=78862, red=48209, ir=55615
time=78882, red=48200, ir=55603
time=78902, red=48172, ir=55573
time=78922, red=48177, ir=55603
time=78942, red=48161, ir=55571
time=78962, red=48163, ir=55568
time=78982, red=48168, ir=55588
time=79002, red=48180, ir=55625
time=79022, red=48190, ir=55676
time=79042, red=48199, ir=55692
time=79062, red=48218, ir=55732
time=79082, red=48244, ir=55755
time=79102, red=48265, ir=55773
time=79122, red=48276, ir=55815
time=79142, red=48286, ir=55824
time=79162, red=48293, ir=55813
time=79182, red=48301, ir=55829
time=79202, red=48315, ir=55816
time=79222, red=48323, ir=55843
time=79242, red=48332, ir=55835
time=79262, red=48346, ir=55825
time=79282, red=48309, ir=55796
time=79302, red=48293, ir=55766
time=79322, red=48263, ir=55706
time=79342, red=48243, ir=55670
time=79362, red=48214, ir=55615
time=79382, red=48198, ir=55573
time=79402, red=48180, ir=55550
time=79422, red=48142, ir=55517
time=79442, red=48138, ir=55489
time=79462, red=48143, ir=55473
time=79482, red=48128, ir=55458
time=79502, red=48115, ir=55428
time=79522, red=48099, ir=55394
time=79542, red=48086, ir=55350
time=79562, red=48082, ir=55347
time=79582, red=48093, ir=55345
time=79602, red=48104, ir=55353
time=79622, red=48135, ir=55371
time=79642, red=48148, ir=55389
time=79662, red=48152, ir=55378
time=79682, red=48150, ir=55355
time=79702, red=48159, ir=55352
time=79722, red=48174, ir=55368
time=79742, red=48200, ir=55391
time=79761, red=48221, ir=55405
time=79781, red=48235, ir=55426
time=79801, red=48223, ir=55391
time=79821, red=48223, ir=55411
time=79841, red=48232, ir=55430
time=79861, red=48236, ir=55440
time=79881, red=48220, ir=55403
time=79901, red=48212, ir=55384
time=79921, red=48204, ir=55355
time=79941, red=48206, ir=55380
HR=100, SP=94
time=79966, red=48201, ir=55377
time=79981, red=48195, ir=55373
time=80001, red=48214, ir=55382
time=80021, red=48196, ir=55398
time=80041, red=48217, ir=55416
time=80061, red=48224, ir=55413
time=80081, red=48217, ir=55425
time=80101, red=48206, ir=55417
time=80121, red=48214, ir=55387
time=80141, red=48212, ir=55400
time=80161, red=48204, ir=55404
time=80181, red=48203, ir=55402
time=80201, red=48207, ir=55411
time=80221, red=48234, ir=55431
time=80241, red=48229, ir=55426
time=80261, red=48210, ir=55431
time=80281, red=48212, ir=55402
time=80301, red=48212, ir=55414
time=80321, red=48215, ir=55425
time=80341, red=48206, ir=55456
time=80361, red=48217, ir=55476
time=80381, red=48217, ir=55473
time=80401, red=48210, ir=55467
time=80421, red=48208, ir=55484
time=80441, red=48204, ir=55498
time=80461, red=48199, ir=55487
time=80481, red=48192, ir=55511
time=80501, red=48194, ir=55503
time=80521, red=48192, ir=55505
time=80541, red=48206, ir=55521
time=80561, red=48219, ir=55531
time=80581, red=48225, ir=55569
time=80601, red=48213, ir=55565
time=80621, red=48214, ir=55587
time=80641, red=48207, ir=55591
time=80661, red=48218, ir=55602
time=80681, red=48215, ir=55597
time=80701, red=48226, ir=55621
time=80721, red=48234, ir=55646
time=80741, red=48233, ir=55658
time=80761, red=48237, ir=55660
time=80781, red=48243, ir=55651
time=80801, red=48230, ir=55658
time=80821, red=48223, ir=55641
time=80841, red=48213, ir=55626
time=80861, red=48191, ir=55588
time=80881, red=48186, ir=55564
time=80901, red=48161, ir=55526
time=80921, red=48144, ir=55491
time=80941, red=48116, ir=55435
time=80961, red=48110, ir=55422
time=80981, red=48105, ir=55386
time=81001, red=48096, ir=55361
time=81021, red=48092, ir=55337
time=81041, red=48104, ir=55332
time=81061, red=48097, ir=55301
time=81081, red=48094, ir=55301
time=81101, red=48116, ir=55291
time=81121, red=48117, ir=55291
time=81141, red=48133, ir=55294
time=81161, red=48149, ir=55294
time=81181, red=48167, ir=55321
time=81201, red=48181, ir=55333
time=81221, red=48182, ir=55334
