AT4T18P2 - Pris - 5_5_411_50, approx 25,000 ms tongue movement
time=44878, red=41665, ir=52421
time=44898, red=41652, ir=52418
time=44918, red=41651, ir=52402
time=44938, red=41649, ir=52384
time=44958, red=41632, ir=52349
time=44978, red=41608, ir=52346
time=44998, red=41605, ir=52345
time=45018, red=41590, ir=52349
time=45038, red=41595, ir=52334
time=45058, red=41600, ir=52345
time=45078, red=41578, ir=52367
time=45098, red=41569, ir=52389
time=45118, red=41558, ir=52402
time=45138, red=41535, ir=52419
time=45158, red=41546, ir=52437
time=45178, red=41544, ir=52475
time=45198, red=41551, ir=52477
time=45218, red=41565, ir=52462
time=45238, red=41575, ir=52453
time=45258, red=41552, ir=52451
time=45278, red=41537, ir=52440
time=45298, red=41526, ir=52442
time=45318, red=41528, ir=52446
time=45338, red=41503, ir=52444
time=45358, red=41497, ir=52468
time=45378, red=41494, ir=52485
time=45398, red=41500, ir=52490
time=45418, red=41502, ir=52488
time=45438, red=41497, ir=52493
time=45458, red=41483, ir=52501
time=45478, red=41488, ir=52515
time=45498, red=41494, ir=52532
time=45518, red=41496, ir=52554
time=45538, red=41502, ir=52562
time=45558, red=41501, ir=52578
time=45578, red=41496, ir=52573
time=45598, red=41510, ir=52600
time=45618, red=41506, ir=52608
time=45638, red=41509, ir=52622
time=45658, red=41492, ir=52645
time=45678, red=41494, ir=52633
time=45698, red=41495, ir=52636
time=45718, red=41498, ir=52643
time=45738, red=41505, ir=52657
time=45758, red=41490, ir=52680
time=45778, red=41496, ir=52665
time=45798, red=41505, ir=52681
time=45818, red=41513, ir=52695
time=45838, red=41508, ir=52709
time=45858, red=41502, ir=52705
time=45878, red=41503, ir=52724
time=45898, red=41496, ir=52719
time=45918, red=41493, ir=52718
time=45938, red=41486, ir=52744
time=45958, red=41494, ir=52739
HR=115, SP=-1
time=45978, red=41475, ir=52739
time=45998, red=41472, ir=52728
time=46018, red=41473, ir=52704
time=46038, red=41450, ir=52689
time=46058, red=41442, ir=52659
time=46078, red=41436, ir=52666
time=46098, red=41429, ir=52616
time=46118, red=41420, ir=52577
time=46138, red=41332, ir=52526
time=46158, red=41317, ir=52524
time=46178, red=41350, ir=52504
time=46198, red=41345, ir=52465
time=46218, red=41354, ir=52421
time=46238, red=41349, ir=52410
time=46258, red=41346, ir=52402
time=46278, red=41348, ir=52363
time=46298, red=41351, ir=52385
time=46318, red=41361, ir=52373
time=46338, red=41362, ir=52372
time=46358, red=41353, ir=52367
time=46378, red=41377, ir=52366
time=46398, red=41372, ir=52374
time=46418, red=41380, ir=52367
time=46438, red=41371, ir=52389
time=46458, red=41384, ir=52408
time=46478, red=41397, ir=52409
time=46498, red=41415, ir=52397
time=46518, red=41417, ir=52404
time=46538, red=41412, ir=52394
time=46558, red=41408, ir=52407
time=46578, red=41424, ir=52409
time=46598, red=41410, ir=52398
time=46618, red=41414, ir=52391
time=46638, red=41424, ir=52410
time=46658, red=41427, ir=52415
time=46678, red=41419, ir=52428
time=46698, red=41431, ir=52412
time=46718, red=41431, ir=52435
time=46738, red=41433, ir=52450
time=46758, red=41435, ir=52461
time=46778, red=41450, ir=52472
time=46798, red=41442, ir=52465
time=46818, red=41453, ir=52464
time=46838, red=41450, ir=52466
time=46858, red=41458, ir=52475
time=46878, red=41455, ir=52506
time=46898, red=41471, ir=52509
time=46918, red=41462, ir=52526
time=46938, red=41465, ir=52526
time=46958, red=41467, ir=52522
time=46978, red=41460, ir=52541
time=46998, red=41456, ir=52538
time=47018, red=41466, ir=52534
time=47038, red=41446, ir=52542
time=47057, red=41452, ir=52545
time=47077, red=41456, ir=52552
time=47097, red=41459, ir=52581
time=47117, red=41467, ir=52581
time=47137, red=41476, ir=52595
time=47157, red=41469, ir=52602
time=47177, red=41469, ir=52587
time=47197, red=41470, ir=52585
time=47217, red=41453, ir=52594
time=47237, red=41452, ir=52591
time=47257, red=41456, ir=52595
time=47277, red=41461, ir=52570
time=47297, red=41439, ir=52560
time=47317, red=41419, ir=52539
time=47337, red=41413, ir=52533
time=47357, red=41418, ir=52504
time=47377, red=41399, ir=52463
time=47397, red=41388, ir=52423
time=47417, red=41386, ir=52409
time=47437, red=41376, ir=52370
time=47457, red=41379, ir=52338
time=47477, red=41365, ir=52315
time=47497, red=41374, ir=52290
time=47517, red=41358, ir=52262
time=47537, red=41360, ir=52242
time=47557, red=41365, ir=52236
time=47577, red=41369, ir=52218
time=47597, red=41374, ir=52199
time=47617, red=41390, ir=52191
time=47637, red=41392, ir=52201
time=47657, red=41415, ir=52201
time=47677, red=41408, ir=52209
time=47697, red=41422, ir=52219
time=47717, red=41425, ir=52222
time=47737, red=41431, ir=52233
time=47757, red=41441, ir=52249
time=47777, red=41456, ir=52250
time=47797, red=41451, ir=52258
time=47817, red=41467, ir=52256
time=47837, red=41449, ir=52262
time=47857, red=41460, ir=52269
time=47877, red=41467, ir=52272
time=47897, red=41464, ir=52267
time=47917, red=41472, ir=52260
time=47937, red=41464, ir=52272
time=47957, red=41480, ir=52276
HR=89, SP=-1
time=47982, red=41476, ir=52285
time=47997, red=41479, ir=52283
time=48017, red=41469, ir=52282
time=48037, red=41480, ir=52301
time=48057, red=41495, ir=52298
time=48077, red=41488, ir=52307
time=48097, red=41483, ir=52320
time=48117, red=41495, ir=52322
time=48137, red=41497, ir=52326
time=48157, red=41493, ir=52323
time=48177, red=41499, ir=52345
time=48197, red=41521, ir=52363
time=48217, red=41506, ir=52365
time=48237, red=41513, ir=52357
time=48257, red=41512, ir=52353
time=48277, red=41516, ir=52371
time=48297, red=41515, ir=52376
time=48317, red=41520, ir=52385
time=48337, red=41500, ir=52411
time=48357, red=41512, ir=52408
time=48377, red=41511, ir=52416
time=48397, red=41511, ir=52405
time=48417, red=41530, ir=52418
time=48437, red=41544, ir=52429
time=48457, red=41532, ir=52446
time=48477, red=41531, ir=52444
time=48497, red=41530, ir=52465
time=48517, red=41522, ir=52450
time=48537, red=41523, ir=52463
time=48557, red=41513, ir=52452
time=48577, red=41522, ir=52445
time=48597, red=41524, ir=52419
time=48617, red=41504, ir=52394
time=48637, red=41504, ir=52379
time=48657, red=41498, ir=52351
time=48677, red=41477, ir=52323
time=48697, red=41469, ir=52282
time=48717, red=41458, ir=52257
time=48737, red=41465, ir=52226
time=48757, red=41458, ir=52200
time=48777, red=41458, ir=52173
time=48797, red=41461, ir=52136
time=48817, red=41473, ir=52109
time=48837, red=41486, ir=52113
time=48857, red=41474, ir=52093
time=48877, red=41483, ir=52086
time=48897, red=41500, ir=52082
time=48917, red=41495, ir=52084
time=48937, red=41494, ir=52107
time=48957, red=41507, ir=52095
time=48977, red=41526, ir=52122
time=48997, red=41519, ir=52136
time=49017, red=41533, ir=52126
time=49037, red=41544, ir=52146
time=49057, red=41559, ir=52149
time=49077, red=41552, ir=52166
time=49097, red=41557, ir=52170
time=49117, red=41566, ir=52166
time=49137, red=41562, ir=52207
time=49157, red=41558, ir=52182
time=49177, red=41577, ir=52185
time=49197, red=41558, ir=52190
time=49217, red=41583, ir=52183
time=49237, red=41565, ir=52199
time=49257, red=41566, ir=52215
time=49277, red=41586, ir=52204
time=49297, red=41594, ir=52215
time=49317, red=41576, ir=52228
time=49337, red=41588, ir=52218
time=49357, red=41586, ir=52221
time=49377, red=41583, ir=52250
time=49397, red=41592, ir=52272
time=49417, red=41607, ir=52254
time=49437, red=41604, ir=52290
time=49457, red=41583, ir=52292
time=49477, red=41598, ir=52282
time=49497, red=41602, ir=52312
time=49517, red=41607, ir=52304
time=49537, red=41609, ir=52314
time=49557, red=41610, ir=52326
time=49577, red=41610, ir=52335
time=49597, red=41618, ir=52349
time=49617, red=41618, ir=52357
time=49637, red=41610, ir=52370
time=49657, red=41604, ir=52359
time=49677, red=41617, ir=52378
time=49697, red=41607, ir=52373
time=49717, red=41608, ir=52397
time=49737, red=41619, ir=52391
time=49757, red=41614, ir=52414
time=49777, red=41621, ir=52416
time=49797, red=41614, ir=52433
time=49817, red=41623, ir=52440
time=49837, red=41610, ir=52444
time=49857, red=41618, ir=52463
time=49877, red=41617, ir=52487
time=49897, red=41605, ir=52479
time=49917, red=41612, ir=52458
time=49937, red=41630, ir=52465
time=49957, red=41604, ir=52454
HR=89, SP=-1
time=49977, red=41611, ir=52425
time=49997, red=41599, ir=52411
time=50017, red=41586, ir=52384
time=50037, red=41584, ir=52351
time=50057, red=41583, ir=52316
time=50077, red=41564, ir=52282
time=50097, red=41581, ir=52246
time=50117, red=41566, ir=52235
time=50137, red=41574, ir=52191
time=50157, red=41586, ir=52179
time=50177, red=41574, ir=52168
time=50197, red=41579, ir=52145
time=50217, red=41578, ir=52126
time=50237, red=41592, ir=52115
time=50257, red=41605, ir=52111
time=50277, red=41599, ir=52105
time=50297, red=41623, ir=52130
time=50317, red=41626, ir=52134
time=50337, red=41621, ir=52150
time=50357, red=41616, ir=52175
time=50377, red=41644, ir=52166
time=50397, red=41646, ir=52194
time=50417, red=41646, ir=52193
time=50437, red=41647, ir=52213
time=50457, red=41660, ir=52205
time=50477, red=41669, ir=52204
time=50496, red=41672, ir=52199
time=50516, red=41674, ir=52199
time=50536, red=41685, ir=52209
time=50556, red=41673, ir=52203
time=50576, red=41674, ir=52216
time=50596, red=41669, ir=52236
time=50616, red=41689, ir=52226
time=50636, red=41692, ir=52234
time=50656, red=41694, ir=52263
time=50676, red=41703, ir=52273
time=50696, red=41706, ir=52291
time=50716, red=41711, ir=52298
time=50736, red=41706, ir=52333
time=50756, red=41717, ir=52330
time=50776, red=41740, ir=52360
time=50796, red=41742, ir=52368
time=50816, red=41766, ir=52393
time=50836, red=41767, ir=52407
time=50856, red=41784, ir=52434
time=50876, red=41769, ir=52433
time=50896, red=41766, ir=52452
time=50916, red=41774, ir=52457
time=50936, red=41778, ir=52450
time=50956, red=41773, ir=52462
time=50976, red=41785, ir=52503
time=50996, red=41782, ir=52485
time=51016, red=41782, ir=52516
time=51036, red=41771, ir=52532
time=51056, red=41753, ir=52538
time=51076, red=41767, ir=52583
time=51096, red=41766, ir=52603
time=51116, red=41747, ir=52604
time=51136, red=41730, ir=52638
time=51156, red=41727, ir=52635
time=51176, red=41711, ir=52633
time=51196, red=41712, ir=52617
time=51216, red=41708, ir=52611
time=51236, red=41688, ir=52582
time=51256, red=41697, ir=52563
time=51276, red=41676, ir=52544
time=51296, red=41659, ir=52497
time=51316, red=41659, ir=52448
time=51336, red=41634, ir=52417
time=51356, red=41640, ir=52344
time=51376, red=41623, ir=52342
time=51396, red=41614, ir=52283
time=51416, red=41609, ir=52250
time=51436, red=41609, ir=52216
time=51456, red=41612, ir=52176
time=51476, red=41594, ir=52141
time=51496, red=41598, ir=52116
time=51516, red=41609, ir=52090
time=51536, red=41597, ir=52070
time=51556, red=41612, ir=52052
time=51576, red=41614, ir=52038
time=51596, red=41622, ir=52018
time=51616, red=41625, ir=52018
time=51636, red=41625, ir=52011
time=51656, red=41639, ir=52030
time=51676, red=41651, ir=52054
time=51696, red=41652, ir=52060
time=51716, red=41666, ir=52061
time=51736, red=41667, ir=52068
time=51756, red=41674, ir=52062
time=51776, red=41665, ir=52060
time=51796, red=41659, ir=52063
time=51816, red=41670, ir=52083
time=51836, red=41676, ir=52077
time=51856, red=41671, ir=52100
time=51876, red=41681, ir=52082
time=51896, red=41680, ir=52082
time=51916, red=41687, ir=52074
time=51936, red=41692, ir=52070
time=51956, red=41699, ir=52101
HR=92, SP=96
time=51981, red=41697, ir=52117
time=51996, red=41704, ir=52120
time=52016, red=41708, ir=52130
time=52036, red=41709, ir=52130
time=52056, red=41720, ir=52116
time=52076, red=41728, ir=52114
time=52096, red=41715, ir=52119
time=52116, red=41733, ir=52138
time=52136, red=41741, ir=52176
time=52156, red=41742, ir=52196
time=52176, red=41745, ir=52206
time=52196, red=41756, ir=52209
time=52216, red=41761, ir=52221
time=52236, red=41757, ir=52243
time=52256, red=41756, ir=52257
time=52276, red=41765, ir=52268
time=52296, red=41762, ir=52290
time=52316, red=41755, ir=52289
time=52336, red=41766, ir=52306
time=52356, red=41767, ir=52297
time=52376, red=41764, ir=52312
time=52396, red=41767, ir=52314
time=52416, red=41763, ir=52306
time=52436, red=41783, ir=52309
time=52456, red=41769, ir=52344
time=52476, red=41776, ir=52340
time=52496, red=41779, ir=52359
time=52516, red=41771, ir=52352
time=52536, red=41783, ir=52353
time=52556, red=41775, ir=52360
time=52576, red=41780, ir=52391
time=52596, red=41785, ir=52401
time=52616, red=41774, ir=52384
time=52636, red=41784, ir=52402
time=52656, red=41774, ir=52384
time=52676, red=41779, ir=52377
time=52696, red=41774, ir=52365
time=52716, red=41768, ir=52327
time=52736, red=41758, ir=52311
time=52756, red=41753, ir=52290
time=52776, red=41766, ir=52266
time=52796, red=41755, ir=52239
time=52816, red=41750, ir=52236
time=52836, red=41760, ir=52208
time=52856, red=41765, ir=52204
time=52876, red=41755, ir=52179
time=52896, red=41757, ir=52173
time=52916, red=41761, ir=52167
time=52936, red=41776, ir=52170
time=52956, red=41766, ir=52177
time=52976, red=41767, ir=52171
time=52996, red=41774, ir=52188
time=53016, red=41787, ir=52213
time=53036, red=41792, ir=52216
time=53056, red=41800, ir=52235
time=53076, red=41798, ir=52253
time=53096, red=41808, ir=52272
time=53116, red=41826, ir=52270
time=53136, red=41819, ir=52290
time=53156, red=41814, ir=52305
time=53176, red=41820, ir=52316
time=53196, red=41817, ir=52306
time=53216, red=41815, ir=52327
time=53236, red=41814, ir=52342
time=53256, red=41829, ir=52356
time=53276, red=41814, ir=52339
time=53296, red=41815, ir=52343
time=53316, red=41808, ir=52353
time=53336, red=41816, ir=52366
time=53356, red=41804, ir=52373
time=53376, red=41813, ir=52370
time=53396, red=41822, ir=52375
time=53416, red=41799, ir=52395
time=53436, red=41808, ir=52421
time=53456, red=41803, ir=52412
time=53476, red=41809, ir=52406
time=53496, red=41823, ir=52424
time=53516, red=41800, ir=52422
time=53536, red=41802, ir=52440
time=53556, red=41803, ir=52447
time=53576, red=41801, ir=52443
time=53596, red=41811, ir=52434
time=53616, red=41799, ir=52433
time=53636, red=41805, ir=52430
time=53656, red=41814, ir=52458
time=53676, red=41809, ir=52450
time=53696, red=41798, ir=52458
time=53716, red=41803, ir=52446
time=53736, red=41793, ir=52451
time=53756, red=41796, ir=52466
time=53776, red=41801, ir=52480
time=53795, red=41786, ir=52476
time=53815, red=41798, ir=52477
time=53835, red=41798, ir=52508
time=53855, red=41794, ir=52507
time=53875, red=41802, ir=52506
time=53895, red=41813, ir=52523
time=53915, red=41800, ir=52502
time=53935, red=41802, ir=52489
time=53955, red=41792, ir=52502
HR=92, SP=97
time=53975, red=41783, ir=52509
time=53995, red=41786, ir=52515
time=54015, red=41798, ir=52508
time=54035, red=41775, ir=52482
time=54055, red=41776, ir=52468
time=54075, red=41765, ir=52443
time=54095, red=41763, ir=52410
time=54115, red=41758, ir=52391
time=54135, red=41741, ir=52380
time=54155, red=41750, ir=52352
time=54175, red=41746, ir=52324
time=54195, red=41735, ir=52306
time=54215, red=41734, ir=52297
time=54235, red=41738, ir=52273
time=54255, red=41748, ir=52250
time=54275, red=41762, ir=52231
time=54295, red=41759, ir=52226
time=54315, red=41766, ir=52223
time=54335, red=41759, ir=52221
time=54355, red=41771, ir=52227
time=54375, red=41773, ir=52254
time=54395, red=41797, ir=52274
time=54415, red=41802, ir=52305
time=54435, red=41810, ir=52319
time=54455, red=41818, ir=52337
time=54475, red=41808, ir=52368
time=54495, red=41816, ir=52397
time=54515, red=41830, ir=52414
time=54535, red=41824, ir=52438
time=54555, red=41833, ir=52462
time=54575, red=41840, ir=52464
time=54595, red=41833, ir=52480
time=54615, red=41842, ir=52510
time=54635, red=41849, ir=52526
time=54655, red=41864, ir=52550
time=54675, red=41854, ir=52558
time=54695, red=41852, ir=52586
time=54715, red=41867, ir=52590
time=54735, red=41852, ir=52619
time=54755, red=41854, ir=52618
time=54775, red=41858, ir=52628
time=54795, red=41862, ir=52623
time=54815, red=41877, ir=52632
time=54835, red=41863, ir=52661
time=54855, red=41861, ir=52649
time=54875, red=41859, ir=52667
time=54895, red=41857, ir=52661
time=54915, red=41875, ir=52680
time=54935, red=41869, ir=52699
time=54955, red=41867, ir=52718
time=54975, red=41866, ir=52736
time=54995, red=41879, ir=52777
time=55015, red=41866, ir=52784
time=55035, red=41859, ir=52793
time=55055, red=41869, ir=52798
time=55075, red=41878, ir=52791
time=55095, red=41871, ir=52799
time=55115, red=41861, ir=52808
time=55135, red=41867, ir=52838
time=55155, red=41858, ir=52829
time=55175, red=41851, ir=52840
time=55195, red=41843, ir=52831
time=55215, red=41843, ir=52830
time=55235, red=41842, ir=52858
time=55255, red=41862, ir=52862
time=55275, red=41831, ir=52877
time=55295, red=41838, ir=52866
time=55315, red=41833, ir=52863
time=55335, red=41816, ir=52870
time=55355, red=41830, ir=52884
time=55375, red=41827, ir=52887
time=55395, red=41819, ir=52887
time=55415, red=41798, ir=52864
time=55435, red=41787, ir=52850
time=55455, red=41771, ir=52824
time=55475, red=41765, ir=52793
time=55495, red=41758, ir=52763
time=55515, red=41743, ir=52738
time=55535, red=41720, ir=52695
time=55555, red=41714, ir=52663
time=55575, red=41704, ir=52638
time=55595, red=41714, ir=52607
time=55615, red=41707, ir=52590
time=55635, red=41684, ir=52563
time=55655, red=41688, ir=52530
time=55675, red=41686, ir=52517
time=55695, red=41696, ir=52502
time=55715, red=41691, ir=52495
time=55735, red=41698, ir=52480
time=55755, red=41705, ir=52481
time=55775, red=41689, ir=52488
time=55795, red=41714, ir=52492
time=55815, red=41713, ir=52503
time=55835, red=41703, ir=52512
time=55855, red=41711, ir=52518
time=55875, red=41713, ir=52518
time=55895, red=41715, ir=52524
time=55915, red=41722, ir=52533
time=55935, red=41732, ir=52546
time=55955, red=41729, ir=52545
HR=89, SP=98
time=55980, red=41711, ir=52562
time=55995, red=41727, ir=52545
time=56015, red=41725, ir=52567
time=56035, red=41725, ir=52563
time=56055, red=41746, ir=52570
time=56075, red=41741, ir=52568
time=56095, red=41735, ir=52559
time=56115, red=41728, ir=52573
time=56135, red=41735, ir=52559
time=56155, red=41729, ir=52559
time=56175, red=41720, ir=52568
time=56195, red=41726, ir=52558
time=56215, red=41725, ir=52572
time=56235, red=41733, ir=52599
time=56255, red=41729, ir=52604
time=56275, red=41739, ir=52602
time=56295, red=41750, ir=52621
time=56315, red=41754, ir=52626
time=56335, red=41740, ir=52623
time=56355, red=41738, ir=52613
time=56375, red=41736, ir=52619
time=56395, red=41746, ir=52627
time=56415, red=41733, ir=52617
time=56435, red=41732, ir=52624
time=56455, red=41741, ir=52627
time=56475, red=41734, ir=52619
time=56495, red=41735, ir=52617
time=56515, red=41728, ir=52626
time=56535, red=41733, ir=52641
time=56555, red=41734, ir=52643
time=56575, red=41733, ir=52652
time=56595, red=41739, ir=52643
time=56615, red=41729, ir=52654
time=56635, red=41733, ir=52660
time=56655, red=41714, ir=52659
time=56675, red=41707, ir=52663
time=56695, red=41714, ir=52663
time=56715, red=41717, ir=52666
time=56735, red=41711, ir=52655
time=56755, red=41703, ir=52667
time=56775, red=41699, ir=52650
time=56795, red=41694, ir=52659
time=56815, red=41687, ir=52618
time=56835, red=41686, ir=52613
time=56855, red=41678, ir=52578
time=56875, red=41663, ir=52546
time=56895, red=41651, ir=52523
time=56915, red=41644, ir=52480
time=56935, red=41649, ir=52442
time=56955, red=41650, ir=52429
time=56975, red=41640, ir=52412
time=56995, red=41631, ir=52400
time=57015, red=41645, ir=52377
time=57035, red=41643, ir=52373
time=57055, red=41640, ir=52363
time=57075, red=41640, ir=52355
time=57095, red=41655, ir=52363
time=57115, red=41660, ir=52370
time=57135, red=41669, ir=52385
time=57155, red=41665, ir=52381
time=57175, red=41660, ir=52399
time=57195, red=41685, ir=52404
time=57215, red=41685, ir=52410
time=57235, red=41701, ir=52419
time=57255, red=41697, ir=52416
time=57275, red=41695, ir=52437
time=57295, red=41696, ir=52436
time=57315, red=41696, ir=52432
time=57335, red=41700, ir=52429
time=57355, red=41702, ir=52442
time=57375, red=41700, ir=52438
time=57395, red=41699, ir=52438
time=57415, red=41715, ir=52456
time=57435, red=41711, ir=52448
time=57455, red=41715, ir=52439
time=57475, red=41715, ir=52453
time=57495, red=41707, ir=52483
time=57515, red=41726, ir=52492
time=57535, red=41746, ir=52496
time=57555, red=41748, ir=52510
time=57575, red=41755, ir=52523
time=57595, red=41742, ir=52542
time=57615, red=41744, ir=52527
time=57635, red=41745, ir=52534
time=57655, red=41745, ir=52535
time=57675, red=41751, ir=52546
time=57695, red=41745, ir=52553
time=57715, red=41756, ir=52558
time=57735, red=41743, ir=52584
time=57755, red=41758, ir=52583
time=57775, red=41750, ir=52594
time=57795, red=41753, ir=52595
time=57815, red=41754, ir=52585
time=57834, red=41744, ir=52582
time=57854, red=41744, ir=52583
time=57874, red=41756, ir=52598
time=57894, red=41760, ir=52604
time=57914, red=41767, ir=52583
time=57934, red=41767, ir=52602
time=57954, red=41760, ir=52603
HR=89, SP=99
time=57974, red=41756, ir=52610
time=57994, red=41763, ir=52625
time=58014, red=41761, ir=52619
time=58034, red=41754, ir=52640
time=58054, red=41761, ir=52643
time=58074, red=41740, ir=52617
time=58094, red=41756, ir=52622
time=58114, red=41746, ir=52606
time=58134, red=41726, ir=52574
time=58154, red=41719, ir=52553
time=58174, red=41722, ir=52523
time=58194, red=41700, ir=52500
time=58214, red=41688, ir=52465
time=58234, red=41679, ir=52434
time=58254, red=41691, ir=52426
time=58274, red=41691, ir=52388
time=58294, red=41676, ir=52379
time=58314, red=41696, ir=52353
time=58334, red=41695, ir=52331
time=58354, red=41691, ir=52331
time=58374, red=41718, ir=52317
time=58394, red=41703, ir=52332
time=58414, red=41726, ir=52324
time=58434, red=41718, ir=52331
time=58454, red=41736, ir=52324
time=58474, red=41746, ir=52336
time=58494, red=41759, ir=52353
time=58514, red=41761, ir=52376
time=58534, red=41776, ir=52379
time=58554, red=41785, ir=52382
time=58574, red=41787, ir=52400
time=58594, red=41785, ir=52411
time=58614, red=41773, ir=52416
time=58634, red=41786, ir=52409
time=58654, red=41799, ir=52421
time=58674, red=41783, ir=52424
time=58694, red=41780, ir=52424
time=58714, red=41791, ir=52426
time=58734, red=41794, ir=52435
time=58754, red=41788, ir=52447
time=58774, red=41788, ir=52449
time=58794, red=41804, ir=52443
time=58814, red=41805, ir=52458
time=58834, red=41822, ir=52474
time=58854, red=41813, ir=52484
time=58874, red=41807, ir=52497
time=58894, red=41807, ir=52512
time=58914, red=41832, ir=52518
time=58934, red=41827, ir=52518
time=58954, red=41813, ir=52536
time=58974, red=41824, ir=52548
time=58994, red=41837, ir=52561
time=59014, red=41821, ir=52583
time=59034, red=41838, ir=52579
time=59054, red=41844, ir=52598
time=59074, red=41846, ir=52588
time=59094, red=41836, ir=52612
time=59114, red=41839, ir=52616
time=59134, red=41845, ir=52625
time=59154, red=41838, ir=52642
time=59174, red=41852, ir=52643
time=59194, red=41848, ir=52645
time=59214, red=41849, ir=52665
time=59234, red=41846, ir=52666
time=59254, red=41857, ir=52687
time=59274, red=41857, ir=52715
time=59294, red=41849, ir=52712
time=59314, red=41855, ir=52739
time=59334, red=41855, ir=52750
time=59354, red=41857, ir=52770
time=59374, red=41859, ir=52767
time=59394, red=41853, ir=52762
time=59414, red=41850, ir=52780
time=59434, red=41864, ir=52773
time=59454, red=41864, ir=52778
time=59474, red=41868, ir=52768
time=59494, red=41859, ir=52769
time=59514, red=41844, ir=52739
time=59534, red=41840, ir=52717
time=59554, red=41822, ir=52699
time=59574, red=41808, ir=52668
time=59594, red=41795, ir=52644
time=59614, red=41797, ir=52601
time=59634, red=41791, ir=52581
time=59654, red=41793, ir=52559
time=59674, red=41787, ir=52537
time=59694, red=41780, ir=52524
time=59714, red=41798, ir=52501
time=59734, red=41787, ir=52499
time=59754, red=41793, ir=52497
time=59774, red=41796, ir=52475
time=59794, red=41811, ir=52486
time=59814, red=41807, ir=52500
time=59834, red=41812, ir=52518
time=59854, red=41826, ir=52539
time=59874, red=41835, ir=52555
time=59894, red=41831, ir=52565
time=59914, red=41844, ir=52574
time=59934, red=41851, ir=52608
time=59954, red=41861, ir=52608
HR=86, SP=96
time=59978, red=41854, ir=52609
time=59994, red=41859, ir=52623
time=60014, red=41876, ir=52645
time=60034, red=41866, ir=52649
time=60054, red=41853, ir=52652
time=60074, red=41856, ir=52655
time=60094, red=41861, ir=52652
time=60114, red=41857, ir=52642
time=60134, red=41868, ir=52629
time=60154, red=41863, ir=52645
time=60174, red=41863, ir=52644
time=60194, red=41868, ir=52639
time=60214, red=41870, ir=52650
time=60234, red=41857, ir=52661
time=60254, red=41859, ir=52659
time=60274, red=41879, ir=52663
time=60294, red=41865, ir=52664
time=60314, red=41851, ir=52681
time=60334, red=41863, ir=52681
time=60354, red=41866, ir=52695
time=60374, red=41884, ir=52689
time=60394, red=41867, ir=52702
time=60414, red=41867, ir=52716
time=60434, red=41867, ir=52714
time=60454, red=41860, ir=52712
time=60474, red=41868, ir=52728
time=60494, red=41855, ir=52746
time=60514, red=41865, ir=52749
time=60534, red=41869, ir=52757
time=60554, red=41866, ir=52763
time=60574, red=41852, ir=52753
time=60594, red=41863, ir=52755
time=60614, red=41853, ir=52766
time=60634, red=41865, ir=52769
time=60654, red=41865, ir=52788
time=60674, red=41864, ir=52785
time=60694, red=41854, ir=52798
time=60714, red=41860, ir=52786
time=60734, red=41858, ir=52790
time=60754, red=41855, ir=52796
time=60774, red=41849, ir=52799
time=60794, red=41849, ir=52787
time=60814, red=41851, ir=52795
time=60834, red=41839, ir=52778
time=60854, red=41837, ir=52763
time=60874, red=41814, ir=52720
time=60894, red=41814, ir=52704
time=60914, red=41796, ir=52681
time=60934, red=41796, ir=52641
time=60954, red=41799, ir=52608
time=60974, red=41785, ir=52573
time=60994, red=41781, ir=52533
time=61014, red=41780, ir=52527
time=61034, red=41790, ir=52499
time=61054, red=41787, ir=52474
time=61074, red=41776, ir=52470
time=61094, red=41789, ir=52463
time=61114, red=41805, ir=52445
time=61134, red=41803, ir=52448
time=61154, red=41804, ir=52453
time=61174, red=41820, ir=52455
time=61194, red=41821, ir=52462
time=61214, red=41835, ir=52468
time=61234, red=41840, ir=52474
time=61254, red=41849, ir=52482
time=61274, red=41852, ir=52506
time=61294, red=41852, ir=52527
time=61314, red=41867, ir=52523
time=61334, red=41855, ir=52517
time=61354, red=41867, ir=52530
time=61374, red=41857, ir=52544
time=61394, red=41861, ir=52566
time=61414, red=41870, ir=52560
time=61433, red=41863, ir=52562
time=61453, red=41851, ir=52588
time=61473, red=41848, ir=52577
time=61493, red=41843, ir=52592
time=61513, red=41866, ir=52592
time=61533, red=41852, ir=52595
time=61553, red=41852, ir=52606
time=61573, red=41858, ir=52595
time=61593, red=41873, ir=52594
time=61613, red=41877, ir=52602
time=61633, red=41868, ir=52600
time=61653, red=41873, ir=52610
time=61673, red=41875, ir=52610
time=61693, red=41880, ir=52625
time=61713, red=41883, ir=52631
time=61733, red=41881, ir=52639
time=61753, red=41875, ir=52650
time=61773, red=41896, ir=52657
time=61793, red=41887, ir=52641
time=61813, red=41886, ir=52662
time=61833, red=41889, ir=52667
time=61853, red=41882, ir=52653
time=61873, red=41892, ir=52671
time=61893, red=41884, ir=52668
time=61913, red=41890, ir=52669
time=61933, red=41897, ir=52687
time=61953, red=41885, ir=52677
HR=88, SP=96
time=61973, red=41892, ir=52694
time=61993, red=41901, ir=52693
time=62013, red=41890, ir=52712
time=62033, red=41904, ir=52710
time=62053, red=41897, ir=52717
time=62073, red=41888, ir=52708
time=62093, red=41892, ir=52720
time=62113, red=41885, ir=52735
time=62133, red=41884, ir=52731
time=62153, red=41889, ir=52723
time=62173, red=41893, ir=52737
