AT4T21P2 - Pris - 5_5_411_50, movement around 80k ms
time=81426, red=46328, ir=54444
time=81446, red=42372, ir=51557
time=81466, red=43147, ir=51933
time=81486, red=43106, ir=52363
time=81505, red=43184, ir=52387
time=81525, red=42560, ir=51714
time=81545, red=41915, ir=51546
time=81565, red=41860, ir=51697
time=81585, red=41843, ir=51885
time=81605, red=41523, ir=52188
time=81625, red=40055, ir=52508
time=81645, red=36797, ir=53416
time=81665, red=33982, ir=53347
time=81685, red=30655, ir=53557
time=81705, red=26218, ir=50335
time=81725, red=32662, ir=53465
time=81745, red=31734, ir=43129
time=81765, red=27291, ir=32967
time=81785, red=26385, ir=32955
time=81805, red=26930, ir=34773
time=81825, red=25792, ir=35591
time=81845, red=27690, ir=40846
time=81865, red=28467, ir=54708
time=81885, red=29213, ir=53537
time=81905, red=29138, ir=52724
time=81925, red=33205, ir=56789
time=81945, red=29074, ir=52529
HR=428, SP=17
time=81965, red=28438, ir=52838
time=81985, red=25668, ir=54288
time=82005, red=32116, ir=55055
time=82025, red=29061, ir=55260
time=82045, red=31167, ir=54179
time=82065, red=35897, ir=55338
time=82085, red=38822, ir=55382
time=82105, red=40391, ir=55120
time=82125, red=40767, ir=55188
time=82145, red=48448, ir=58435
time=82165, red=48111, ir=58321
time=82185, red=45303, ir=56804
time=82205, red=47541, ir=57253
time=82225, red=48153, ir=55750
time=82245, red=48384, ir=56850
time=82265, red=48909, ir=56746
time=82285, red=48409, ir=56645
time=82305, red=48518, ir=56457
time=82325, red=48783, ir=56641
time=82345, red=49728, ir=57276
time=82365, red=47526, ir=55517
time=82385, red=45902, ir=54219
time=82405, red=45700, ir=53820
time=82425, red=45064, ir=53814
time=82445, red=40690, ir=50455
time=82465, red=40530, ir=50630
time=82485, red=39041, ir=49901
time=82505, red=34702, ir=49507
time=82525, red=32913, ir=49993
time=82545, red=32296, ir=51605
time=82565, red=32990, ir=51864
time=82585, red=34768, ir=52653
time=82605, red=28278, ir=50399
time=82625, red=33733, ir=52384
time=82645, red=26812, ir=51126
time=82665, red=31524, ir=50594
time=82685, red=23651, ir=47065
time=82705, red=22553, ir=44142
time=82725, red=22578, ir=43249
time=82745, red=24113, ir=47504
time=82765, red=27324, ir=49547
time=82785, red=28968, ir=50955
time=82805, red=29381, ir=52004
time=82825, red=35718, ir=55023
time=82845, red=35597, ir=52973
time=82865, red=39828, ir=53690
time=82885, red=40092, ir=56698
time=82905, red=43531, ir=55335
time=82925, red=53515, ir=60266
time=82945, red=52006, ir=59909
time=82965, red=47814, ir=58124
time=82985, red=47371, ir=56749
time=83005, red=47162, ir=58014
time=83025, red=47783, ir=59818
time=83045, red=48071, ir=60132
time=83065, red=47543, ir=57964
time=83085, red=47399, ir=57757
time=83105, red=48049, ir=57555
time=83125, red=45965, ir=56460
time=83145, red=47604, ir=56468
time=83165, red=47016, ir=56494
time=83185, red=47190, ir=57072
time=83205, red=43987, ir=53208
time=83225, red=42739, ir=53575
time=83245, red=40929, ir=51273
time=83265, red=40430, ir=51757
time=83285, red=34896, ir=49968
time=83305, red=32802, ir=50950
time=83325, red=31955, ir=52686
time=83345, red=26615, ir=49960
time=83365, red=33593, ir=52315
time=83385, red=31718, ir=53120
time=83405, red=26656, ir=51631
time=83425, red=24621, ir=52300
time=83445, red=28246, ir=54442
time=83465, red=19624, ir=55380
time=83485, red=23960, ir=57764
time=83505, red=24152, ir=57753
time=83525, red=23832, ir=56674
time=83545, red=20348, ir=54909
time=83565, red=21501, ir=52238
time=83585, red=25301, ir=54687
time=83605, red=24700, ir=53260
time=83625, red=27734, ir=52618
time=83645, red=33555, ir=54205
time=83665, red=32131, ir=53352
time=83685, red=30999, ir=55266
time=83705, red=32132, ir=54135
time=83725, red=43060, ir=57943
time=83745, red=51703, ir=60474
time=83765, red=49824, ir=56662
time=83785, red=48723, ir=57023
time=83805, red=47270, ir=55968
time=83825, red=49106, ir=58185
time=83845, red=49192, ir=57948
time=83865, red=49191, ir=57954
time=83885, red=49351, ir=57853
time=83905, red=46458, ir=54239
time=83925, red=45756, ir=55658
time=83945, red=47815, ir=56151
HR=260, SP=-1
time=83971, red=46644, ir=54775
time=83985, red=47414, ir=55349
time=84005, red=47881, ir=56216
time=84025, red=46553, ir=54306
time=84045, red=46818, ir=54679
time=84065, red=44194, ir=53490
time=84085, red=44728, ir=53980
time=84105, red=43811, ir=52898
time=84125, red=43555, ir=52437
time=84145, red=43671, ir=52907
time=84165, red=44500, ir=53205
time=84185, red=44866, ir=53376
time=84205, red=45117, ir=53560
time=84225, red=45226, ir=53614
time=84245, red=45326, ir=53670
time=84265, red=45442, ir=53788
time=84285, red=45515, ir=53869
time=84305, red=45565, ir=53920
time=84325, red=45636, ir=53979
time=84345, red=45706, ir=54066
time=84365, red=45910, ir=54164
time=84385, red=45998, ir=54321
time=84405, red=45639, ir=54162
time=84425, red=44168, ir=52707
time=84445, red=40626, ir=52832
time=84465, red=36905, ir=53878
time=84485, red=39530, ir=54294
time=84505, red=38688, ir=54153
time=84525, red=39049, ir=55277
time=84545, red=39169, ir=53834
time=84565, red=39030, ir=53518
time=84585, red=44227, ir=56181
time=84605, red=46020, ir=59764
time=84625, red=42841, ir=59969
time=84645, red=40937, ir=59520
time=84665, red=40399, ir=59396
time=84685, red=40434, ir=59113
time=84705, red=40509, ir=58993
time=84725, red=40716, ir=58958
time=84745, red=40534, ir=58315
time=84765, red=38532, ir=55845
time=84785, red=40423, ir=55632
time=84805, red=41797, ir=58061
time=84825, red=41162, ir=57676
time=84845, red=41186, ir=58845
time=84865, red=44042, ir=57912
time=84884, red=40106, ir=56298
time=84904, red=41456, ir=57425
time=84924, red=41999, ir=56456
time=84944, red=41475, ir=57772
time=84964, red=45267, ir=57596
time=84984, red=50400, ir=59945
time=85004, red=53151, ir=62350
time=85024, red=53054, ir=60748
time=85044, red=48652, ir=56214
time=85064, red=47077, ir=55913
time=85084, red=46381, ir=55896
time=85104, red=47972, ir=57469
time=85124, red=41335, ir=48549
time=85144, red=44360, ir=52342
time=85164, red=46869, ir=54897
time=85184, red=48275, ir=57020
time=85204, red=49561, ir=58743
time=85224, red=48916, ir=58186
time=85244, red=47030, ir=58266
time=85264, red=48274, ir=57843
time=85284, red=47635, ir=56249
time=85304, red=48307, ir=57277
time=85324, red=46300, ir=54603
time=85344, red=47293, ir=55598
time=85364, red=43992, ir=54095
time=85384, red=41394, ir=51802
time=85404, red=41803, ir=51772
time=85424, red=41504, ir=51655
time=85444, red=37136, ir=50480
time=85464, red=34975, ir=51294
time=85484, red=35188, ir=51763
time=85504, red=31789, ir=52515
time=85524, red=32132, ir=51938
time=85544, red=33276, ir=53447
time=85564, red=30297, ir=50524
time=85584, red=22630, ir=31718
time=85604, red=18976, ir=26283
time=85624, red=22633, ir=27407
time=85644, red=18469, ir=27626
time=85664, red=13051, ir=26657
time=85684, red=13751, ir=24145
time=85704, red=11041, ir=19234
time=85724, red=12559, ir=26817
time=85744, red=19597, ir=49009
time=85764, red=23850, ir=50835
time=85784, red=30609, ir=55520
time=85804, red=25922, ir=53161
time=85824, red=24289, ir=51884
time=85844, red=27302, ir=50226
time=85864, red=30898, ir=52908
time=85884, red=32396, ir=53643
time=85904, red=37781, ir=54479
time=85924, red=44259, ir=56403
time=85944, red=52099, ir=61853
HR=162, SP=-1
time=85964, red=49654, ir=58112
time=85984, red=49079, ir=56351
time=86004, red=48215, ir=56999
time=86024, red=48090, ir=57130
time=86044, red=47328, ir=56492
time=86064, red=47087, ir=56100
time=86084, red=47049, ir=55849
time=86104, red=46939, ir=55595
time=86124, red=47177, ir=55868
time=86144, red=49299, ir=56720
time=86164, red=48529, ir=55606
time=86184, red=46512, ir=56511
time=86204, red=47460, ir=54399
time=86224, red=46026, ir=53666
time=86244, red=46256, ir=53939
time=86264, red=44768, ir=53494
time=86284, red=44023, ir=52783
time=86304, red=43815, ir=52617
time=86324, red=43954, ir=52513
time=86344, red=44073, ir=52370
time=86364, red=44039, ir=52317
time=86384, red=44224, ir=52412
time=86404, red=44454, ir=52586
time=86424, red=44590, ir=52682
time=86444, red=44631, ir=52736
time=86464, red=44658, ir=52822
time=86484, red=44784, ir=52916
time=86504, red=44861, ir=52986
time=86524, red=44949, ir=53064
time=86544, red=45069, ir=53227
time=86564, red=45163, ir=53341
time=86584, red=45201, ir=53418
time=86604, red=45265, ir=53513
time=86624, red=45353, ir=53616
time=86644, red=45380, ir=53678
time=86664, red=45386, ir=53758
time=86684, red=45392, ir=53826
time=86704, red=45449, ir=53938
time=86724, red=45507, ir=53990
time=86744, red=45774, ir=54210
time=86764, red=44977, ir=54254
time=86784, red=40898, ir=53852
time=86804, red=35350, ir=52567
time=86824, red=32214, ir=52256
time=86844, red=32561, ir=53941
time=86864, red=28263, ir=53412
time=86884, red=26748, ir=46332
time=86904, red=20073, ir=27970
time=86924, red=13441, ir=21897
time=86944, red=16869, ir=21048
time=86964, red=16305, ir=20432
time=86984, red=14531, ir=18075
time=87004, red=18964, ir=27759
time=87024, red=33410, ir=56859
time=87044, red=26180, ir=52117
time=87064, red=30952, ir=53964
time=87084, red=30327, ir=52675
time=87104, red=26851, ir=52383
time=87124, red=28813, ir=53650
time=87144, red=29770, ir=54156
time=87164, red=29445, ir=54567
time=87184, red=28843, ir=54643
time=87204, red=31472, ir=54931
time=87224, red=31592, ir=54554
time=87244, red=32684, ir=55208
time=87264, red=30914, ir=55075
time=87284, red=35223, ir=56201
time=87304, red=35647, ir=54730
time=87324, red=37946, ir=56456
time=87344, red=36478, ir=55690
time=87364, red=43134, ir=57248
time=87384, red=43291, ir=56471
time=87404, red=44481, ir=56454
time=87424, red=46592, ir=57116
time=87444, red=47584, ir=56667
time=87464, red=46672, ir=56384
time=87484, red=48159, ir=57540
time=87504, red=48299, ir=57391
time=87524, red=48343, ir=57305
time=87544, red=48353, ir=57272
time=87564, red=49422, ir=58513
time=87584, red=48569, ir=57495
time=87604, red=48529, ir=57345
time=87624, red=46508, ir=55802
time=87644, red=46187, ir=55399
time=87664, red=41959, ir=52508
time=87684, red=39489, ir=51135
time=87704, red=39716, ir=50705
time=87724, red=35702, ir=49382
time=87744, red=33554, ir=50512
time=87764, red=30563, ir=50344
time=87784, red=32677, ir=52439
time=87804, red=28248, ir=52140
time=87824, red=31275, ir=51999
time=87844, red=30074, ir=51559
time=87864, red=30734, ir=52231
time=87884, red=31578, ir=50732
time=87904, red=27747, ir=48371
time=87924, red=26554, ir=53053
time=87944, red=32617, ir=57602
HR=352, SP=28
time=87968, red=23861, ir=55726
time=87984, red=24843, ir=56176
time=88004, red=24890, ir=56157
time=88024, red=24764, ir=56221
time=88044, red=24006, ir=56364
time=88064, red=34180, ir=58119
time=88084, red=37523, ir=53733
time=88104, red=14807, ir=16384
time=88124, red=15012, ir=20351
time=88144, red=25547, ir=33554
time=88164, red=21302, ir=28942
time=88184, red=39519, ir=58197
time=88204, red=40149, ir=57192
time=88224, red=39543, ir=52453
time=88244, red=48431, ir=56428
time=88264, red=50123, ir=57424
time=88284, red=48763, ir=55567
time=88304, red=47460, ir=54330
time=88324, red=47526, ir=54605
time=88344, red=46880, ir=54698
time=88364, red=46493, ir=54191
time=88384, red=46896, ir=54659
time=88404, red=47020, ir=54768
time=88424, red=47174, ir=54845
time=88444, red=47145, ir=54569
time=88464, red=44572, ir=51397
time=88484, red=46184, ir=55519
time=88504, red=45149, ir=53180
time=88524, red=45653, ir=54806
time=88544, red=46969, ir=56588
time=88564, red=48629, ir=57369
time=88584, red=46285, ir=55651
time=88604, red=46570, ir=55887
time=88624, red=44585, ir=55096
time=88644, red=43834, ir=54181
time=88664, red=42957, ir=52261
time=88684, red=42823, ir=52721
time=88704, red=43090, ir=52771
time=88724, red=39885, ir=51020
time=88744, red=36974, ir=51977
time=88763, red=38321, ir=53866
time=88783, red=38493, ir=55057
time=88803, red=36509, ir=53210
time=88823, red=38115, ir=52290
time=88843, red=40944, ir=54229
time=88863, red=39250, ir=55264
time=88883, red=42313, ir=58406
time=88903, red=43407, ir=58558
time=88923, red=42997, ir=58415
time=88943, red=42759, ir=57967
time=88963, red=42234, ir=56884
time=88983, red=41428, ir=55686
time=89003, red=41007, ir=55667
time=89023, red=41000, ir=57094
time=89043, red=40703, ir=55928
time=89063, red=39399, ir=55667
time=89083, red=40740, ir=56883
time=89103, red=40554, ir=57837
time=89123, red=42263, ir=56194
time=89143, red=39109, ir=55739
time=89163, red=40607, ir=57051
time=89183, red=43142, ir=57801
time=89203, red=43556, ir=56974
time=89223, red=42774, ir=57065
time=89243, red=47379, ir=58372
time=89263, red=44048, ir=59844
time=89283, red=52398, ir=62390
time=89303, red=50702, ir=59489
time=89323, red=51223, ir=58972
time=89343, red=45595, ir=56410
time=89363, red=47861, ir=57235
time=89383, red=47215, ir=58749
time=89403, red=47016, ir=57998
time=89423, red=47482, ir=58334
time=89443, red=47325, ir=58240
time=89463, red=47351, ir=57907
time=89483, red=47898, ir=58240
time=89503, red=48555, ir=59249
time=89523, red=49339, ir=60607
time=89543, red=48264, ir=58511
time=89563, red=44598, ir=54904
time=89583, red=43125, ir=54121
time=89603, red=41587, ir=53534
time=89623, red=38460, ir=50797
time=89643, red=40861, ir=51779
time=89663, red=36507, ir=49898
time=89683, red=33765, ir=50115
time=89703, red=31883, ir=50537
time=89723, red=32029, ir=51911
time=89743, red=32669, ir=51353
time=89763, red=34785, ir=53589
time=89783, red=29925, ir=53560
time=89803, red=41201, ir=59623
time=89823, red=36485, ir=58034
time=89843, red=44243, ir=57443
time=89863, red=27464, ir=48863
time=89883, red=20165, ir=47399
time=89903, red=12884, ir=44678
time=89923, red=14047, ir=46112
time=89943, red=14316, ir=46459
HR=240, SP=82
time=89963, red=14292, ir=46317
time=89983, red=14103, ir=45836
time=90003, red=13689, ir=45118
time=90023, red=16564, ir=47922
time=90043, red=30080, ir=54120
time=90063, red=38578, ir=60084
time=90083, red=41045, ir=50637
time=90103, red=26784, ir=32059
time=90123, red=29959, ir=44054
time=90143, red=26267, ir=53293
time=90163, red=28241, ir=54161
time=90183, red=33124, ir=54511
time=90203, red=42599, ir=57063
time=90223, red=42896, ir=55646
time=90243, red=41986, ir=54617
time=90263, red=47506, ir=56149
time=90283, red=48272, ir=55146
time=90303, red=49773, ir=57129
time=90323, red=49599, ir=57660
time=90343, red=48868, ir=57824
time=90363, red=49153, ir=57825
time=90383, red=49388, ir=57732
time=90403, red=49391, ir=57631
time=90423, red=49533, ir=57624
time=90443, red=49897, ir=57933
time=90463, red=50467, ir=58281
time=90483, red=46615, ir=53507
time=90503, red=47117, ir=55391
time=90523, red=46417, ir=55551
time=90543, red=47258, ir=56343
time=90563, red=44913, ir=54283
time=90583, red=45799, ir=55497
time=90603, red=43063, ir=53920
time=90623, red=41604, ir=52053
time=90643, red=41340, ir=51994
time=90663, red=41534, ir=52059
time=90683, red=41528, ir=52147
time=90703, red=41715, ir=52229
time=90723, red=41739, ir=52436
time=90743, red=41965, ir=52716
time=90763, red=42050, ir=52880
time=90783, red=42097, ir=52980
time=90803, red=42208, ir=53110
time=90823, red=42361, ir=53188
time=90843, red=42485, ir=53283
time=90863, red=42610, ir=53396
time=90883, red=42700, ir=53459
time=90903, red=42758, ir=53415
time=90923, red=42778, ir=53433
time=90943, red=42772, ir=53544
time=90963, red=42733, ir=53561
time=90983, red=42716, ir=53637
time=91003, red=42647, ir=53701
time=91023, red=42597, ir=53751
time=91043, red=42583, ir=53775
time=91063, red=42596, ir=53808
time=91083, red=42620, ir=53845
time=91103, red=42640, ir=53900
time=91123, red=42674, ir=53968
time=91143, red=42684, ir=54014
time=91163, red=42702, ir=54049
time=91183, red=42715, ir=54126
time=91203, red=42762, ir=54214
time=91223, red=42767, ir=54257
time=91243, red=42772, ir=54284
time=91263, red=42791, ir=54327
time=91283, red=42800, ir=54357
time=91303, red=42812, ir=54404
time=91323, red=42812, ir=54430
time=91343, red=42828, ir=54449
time=91363, red=42838, ir=54464
time=91383, red=42831, ir=54479
time=91403, red=42847, ir=54486
time=91423, red=42830, ir=54474
time=91443, red=42827, ir=54482
time=91463, red=42812, ir=54436
time=91483, red=42825, ir=54459
time=91503, red=42829, ir=54453
time=91523, red=42820, ir=54457
time=91543, red=42825, ir=54489
time=91563, red=42824, ir=54493
time=91583, red=42815, ir=54476
time=91603, red=42773, ir=54441
time=91623, red=42776, ir=54426
time=91643, red=42775, ir=54443
time=91663, red=42778, ir=54441
time=91683, red=42788, ir=54439
time=91703, red=42789, ir=54464
time=91723, red=42769, ir=54454
time=91743, red=42764, ir=54451
time=91763, red=42767, ir=54438
time=91783, red=42723, ir=54425
time=91803, red=42705, ir=54395
time=91823, red=42703, ir=54387
time=91843, red=42692, ir=54366
time=91863, red=42694, ir=54378
time=91883, red=42695, ir=54397
time=91903, red=42695, ir=54432
time=91923, red=42720, ir=54455
time=91943, red=42698, ir=54470
HR=181, SP=-1
time=91969, red=42709, ir=54472
time=91983, red=42699, ir=54476
time=92003, red=42700, ir=54479
time=92023, red=42693, ir=54498
time=92043, red=42683, ir=54485
time=92063, red=42678, ir=54508
time=92083, red=42670, ir=54484
time=92103, red=42652, ir=54480
time=92123, red=42668, ir=54499
time=92143, red=42681, ir=54515
time=92163, red=42688, ir=54511
time=92183, red=42671, ir=54512
time=92203, red=42659, ir=54518
time=92222, red=42652, ir=54505
time=92242, red=42660, ir=54511
time=92262, red=42668, ir=54505
time=92282, red=42660, ir=54513
time=92302, red=42668, ir=54544
time=92322, red=42666, ir=54549
time=92342, red=42666, ir=54542
time=92362, red=42643, ir=54532
time=92382, red=42637, ir=54525
time=92402, red=42615, ir=54535
time=92422, red=42600, ir=54505
time=92442, red=42597, ir=54511
time=92462, red=42605, ir=54503
time=92482, red=42601, ir=54508
time=92502, red=42600, ir=54501
time=92522, red=42578, ir=54502
time=92542, red=42573, ir=54504
time=92562, red=42577, ir=54519
time=92582, red=42556, ir=54509
time=92602, red=42577, ir=54506
time=92622, red=42571, ir=54497
time=92642, red=42572, ir=54498
time=92662, red=42560, ir=54476
time=92682, red=42554, ir=54493
time=92702, red=42539, ir=54473
time=92722, red=42523, ir=54431
time=92742, red=42515, ir=54408
time=92762, red=42483, ir=54421
time=92782, red=42491, ir=54402
time=92802, red=42518, ir=54396
time=92822, red=42493, ir=54382
time=92842, red=42504, ir=54367
time=92862, red=42495, ir=54363
time=92882, red=42483, ir=54343
time=92902, red=42462, ir=54331
time=92922, red=42472, ir=54334
time=92942, red=42466, ir=54336
time=92962, red=42489, ir=54341
time=92982, red=42493, ir=54341
time=93002, red=42482, ir=54353
time=93022, red=42494, ir=54344
time=93042, red=42485, ir=54329
time=93062, red=42508, ir=54328
time=93082, red=42520, ir=54333
time=93102, red=42529, ir=54326
time=93122, red=42524, ir=54340
time=93142, red=42529, ir=54280
time=93162, red=42542, ir=54265
time=93182, red=42554, ir=54278
time=93202, red=42542, ir=54277
time=93222, red=42526, ir=54266
time=93242, red=42524, ir=54244
time=93262, red=42503, ir=54257
time=93282, red=42512, ir=54281
time=93302, red=42512, ir=54278
time=93322, red=42508, ir=54274
time=93342, red=42511, ir=54273
time=93362, red=42507, ir=54269
time=93382, red=42539, ir=54285
time=93402, red=42560, ir=54273
time=93422, red=42574, ir=54252
time=93442, red=42575, ir=54273
time=93462, red=42579, ir=54267
time=93482, red=42576, ir=54277
time=93502, red=42616, ir=54272
time=93522, red=42613, ir=54259
time=93542, red=42605, ir=54252
time=93562, red=42589, ir=54226
time=93582, red=42588, ir=54260
time=93602, red=42616, ir=54272
time=93622, red=42592, ir=54292
time=93642, red=42586, ir=54271
time=93662, red=42588, ir=54294
time=93682, red=42584, ir=54283
time=93702, red=42570, ir=54285
time=93722, red=42556, ir=54285
time=93742, red=42514, ir=54253
time=93762, red=42507, ir=54234
time=93782, red=42537, ir=54251
time=93802, red=42561, ir=54284
time=93822, red=42575, ir=54265
time=93842, red=42558, ir=54253
time=93862, red=42547, ir=54253
time=93882, red=42554, ir=54273
time=93902, red=42586, ir=54283
time=93922, red=42598, ir=54267
time=93942, red=42594, ir=54269
HR=222, SP=71
time=93962, red=42574, ir=54229
time=93982, red=42547, ir=54216
time=94002, red=42530, ir=54216
time=94022, red=42550, ir=54195
time=94042, red=42540, ir=54174
time=94062, red=42522, ir=54153
time=94082, red=42523, ir=54138
time=94102, red=42509, ir=54113
time=94122, red=42501, ir=54131
time=94142, red=42487, ir=54114
time=94162, red=42482, ir=54088
time=94182, red=42486, ir=54090
time=94202, red=42502, ir=54095
time=94222, red=42521, ir=54077
time=94242, red=42515, ir=54051
time=94262, red=42488, ir=54021
time=94282, red=42501, ir=54015
time=94302, red=42502, ir=54014
time=94322, red=42501, ir=54023
time=94342, red=42487, ir=53983
time=94362, red=42442, ir=53977
time=94382, red=42466, ir=53989
time=94402, red=42504, ir=54006
time=94422, red=42493, ir=53992
time=94442, red=42503, ir=53982
time=94462, red=42498, ir=53975
time=94482, red=42516, ir=53970
time=94502, red=42535, ir=53962
time=94522, red=42528, ir=53970
time=94542, red=42523, ir=53959
time=94562, red=42546, ir=53951
time=94582, red=42518, ir=53954
time=94602, red=42516, ir=53953
time=94622, red=42519, ir=53941
time=94642, red=42504, ir=53908
time=94662, red=42496, ir=53917
time=94682, red=42488, ir=53909
time=94702, red=42510, ir=53914
time=94722, red=42526, ir=53922
time=94742, red=42535, ir=53928
time=94762, red=42550, ir=53892
time=94782, red=42562, ir=53868
time=94802, red=42550, ir=53869
time=94822, red=42520, ir=53831
time=94842, red=42498, ir=53851
time=94862, red=42499, ir=53868
time=94882, red=42506, ir=53857
time=94902, red=42476, ir=53856
time=94922, red=42467, ir=53855
time=94942, red=42465, ir=53854
time=94962, red=42451, ir=53864
time=94982, red=42477, ir=53858
time=95002, red=42477, ir=53866
time=95022, red=42499, ir=53878
time=95042, red=42529, ir=53883
time=95062, red=42556, ir=53885
time=95082, red=42566, ir=53904
time=95102, red=42582, ir=53890
time=95122, red=42570, ir=53874
time=95142, red=42583, ir=53869
time=95162, red=42595, ir=53851
time=95182, red=42596, ir=53836
time=95202, red=42592, ir=53790
time=95222, red=42584, ir=53776
time=95242, red=42571, ir=53758
time=95262, red=42548, ir=53721
time=95282, red=42540, ir=53700
time=95302, red=42529, ir=53686
time=95322, red=42543, ir=53661
time=95341, red=42543, ir=53611
time=95361, red=42551, ir=53608
time=95381, red=42550, ir=53600
time=95401, red=42558, ir=53600
time=95421, red=42558, ir=53585
time=95441, red=42552, ir=53573
time=95461, red=42562, ir=53539
time=95481, red=42564, ir=53542
time=95501, red=42595, ir=53551
time=95521, red=42588, ir=53548
time=95541, red=42609, ir=53564
time=95561, red=42629, ir=53565
time=95581, red=42651, ir=53567
time=95601, red=42662, ir=53579
time=95621, red=42712, ir=53604
time=95641, red=42734, ir=53584
time=95661, red=42764, ir=53595
time=95681, red=42807, ir=53600
time=95701, red=42826, ir=53591
time=95721, red=42837, ir=53592
time=95741, red=42849, ir=53548
time=95761, red=42851, ir=53552
time=95781, red=42831, ir=53548
time=95801, red=42821, ir=53547
time=95821, red=42805, ir=53524
time=95841, red=42783, ir=53518
time=95861, red=42801, ir=53527
time=95881, red=42788, ir=53513
time=95901, red=42798, ir=53529
time=95921, red=42809, ir=53526
time=95941, red=42830, ir=53531
HR=200, SP=45
time=95966, red=42843, ir=53482
time=95981, red=42855, ir=53505
time=96001, red=42845, ir=53469
time=96021, red=42796, ir=53463
time=96041, red=42812, ir=53474
time=96061, red=42808, ir=53476
time=96081, red=42819, ir=53475
time=96101, red=42812, ir=53464
time=96121, red=42841, ir=53486
time=96141, red=42856, ir=53475
time=96161, red=42845, ir=53458
time=96181, red=42837, ir=53442
time=96201, red=42812, ir=53390
time=96221, red=42786, ir=53335
time=96241, red=42754, ir=53300
time=96261, red=42714, ir=53265
time=96281, red=42686, ir=53226
time=96301, red=42689, ir=53190
time=96321, red=42681, ir=53165
time=96341, red=42683, ir=53128
time=96361, red=42679, ir=53096
time=96381, red=42655, ir=53020
time=96401, red=42607, ir=52972
time=96421, red=42617, ir=52973
time=96441, red=42610, ir=52953
time=96461, red=42652, ir=52949
time=96481, red=42689, ir=52950
time=96501, red=42743, ir=52981
time=96521, red=42768, ir=52972
time=96541, red=42785, ir=52951
time=96561, red=42817, ir=52943
time=96581, red=42887, ir=52989
time=96601, red=42944, ir=52990
time=96621, red=42973, ir=52999
time=96641, red=42984, ir=52997
time=96661, red=42996, ir=52999
time=96681, red=43028, ir=53010
time=96701, red=43067, ir=53054
time=96721, red=43117, ir=53073
time=96741, red=43144, ir=53110
time=96761, red=43172, ir=53111
time=96781, red=43177, ir=53112
time=96801, red=43215, ir=53118
time=96821, red=43243, ir=53143
time=96841, red=43264, ir=53157
time=96861, red=43272, ir=53146
time=96881, red=43263, ir=53151
time=96901, red=43295, ir=53167
time=96921, red=43313, ir=53163
time=96941, red=43334, ir=53170
time=96961, red=43322, ir=53147
time=96981, red=43310, ir=53116
time=97001, red=43296, ir=53119
time=97021, red=43327, ir=53138
time=97041, red=43353, ir=53136
time=97061, red=43353, ir=53123
time=97081, red=43361, ir=53106
time=97101, red=43358, ir=53117
time=97121, red=43347, ir=53111
time=97141, red=43354, ir=53078
time=97161, red=43320, ir=53069
time=97181, red=43318, ir=53051
time=97201, red=43302, ir=53048
time=97221, red=43281, ir=53046
time=97241, red=43274, ir=53003
time=97261, red=43258, ir=52991
time=97281, red=43240, ir=52969
time=97301, red=43228, ir=52939
time=97321, red=43223, ir=52939
time=97341, red=43199, ir=52908
time=97361, red=43143, ir=52853
time=97381, red=43077, ir=52798
time=97401, red=43034, ir=52749
time=97421, red=43003, ir=52694
time=97441, red=42978, ir=52649
time=97461, red=42942, ir=52596
time=97481, red=42926, ir=52562
time=97501, red=42912, ir=52511
time=97521, red=42895, ir=52460
time=97541, red=42866, ir=52413
time=97561, red=42884, ir=52414
time=97581, red=42867, ir=52415
time=97601, red=42824, ir=52424
time=97621, red=42706, ir=52549
time=97641, red=42684, ir=52549
time=97661, red=42721, ir=52633
time=97681, red=42133, ir=52926
time=97701, red=40470, ir=53471
time=97721, red=43876, ir=53373
time=97741, red=42179, ir=52427
time=97761, red=37584, ir=50917
time=97781, red=36480, ir=51865
time=97801, red=33162, ir=50770
time=97821, red=31803, ir=51852
time=97841, red=27808, ir=51082
time=97861, red=28463, ir=48338
time=97881, red=31743, ir=51308
time=97901, red=22537, ir=41473
time=97921, red=22308, ir=32352
time=97941, red=21028, ir=30285
HR=400, SP=-1
time=97961, red=19942, ir=27774
time=97981, red=19608, ir=27748
time=98001, red=29029, ir=44128
time=98021, red=30158, ir=51468
time=98041, red=29593, ir=52310
time=98061, red=32736, ir=55008
time=98081, red=27192, ir=51405
time=98100, red=29338, ir=51771
time=98120, red=26379, ir=50493
time=98140, red=27178, ir=51467
time=98160, red=29850, ir=53017
time=98180, red=32747, ir=54404
time=98200, red=33448, ir=54552
time=98220, red=35348, ir=54238
time=98240, red=38202, ir=55917
time=98260, red=38752, ir=54921
time=98280, red=41068, ir=55461
time=98300, red=44703, ir=56413
time=98320, red=46038, ir=56430
time=98340, red=47398, ir=57552
time=98360, red=47113, ir=57774
time=98380, red=48000, ir=58512
time=98400, red=48119, ir=58815
time=98420, red=48458, ir=58754
time=98440, red=48661, ir=58932
time=98460, red=48737, ir=59060
time=98480, red=48668, ir=58930
time=98500, red=48619, ir=58784
time=98520, red=48631, ir=58726
time=98540, red=49198, ir=59356
time=98560, red=49908, ir=60442
time=98580, red=49203, ir=58833
time=98600, red=47617, ir=56570
time=98620, red=45583, ir=54532
time=98640, red=43062, ir=52848
time=98660, red=35200, ir=49711
time=98680, red=34681, ir=51948
time=98700, red=32494, ir=53604
time=98720, red=31836, ir=53671
time=98740, red=31072, ir=52893
