AT4T21P2 - Pris - 5_5_411_50, movement around 80k ms
time=46757, red=46879, ir=54350
time=46777, red=46873, ir=54338
time=46797, red=46892, ir=54347
time=46817, red=46884, ir=54342
time=46837, red=46871, ir=54346
time=46857, red=46865, ir=54360
time=46877, red=46873, ir=54356
time=46897, red=46862, ir=54340
time=46917, red=46862, ir=54310
time=46937, red=46855, ir=54309
time=46957, red=46861, ir=54299
time=46977, red=46853, ir=54282
time=46997, red=46837, ir=54263
time=47017, red=46825, ir=54244
time=47037, red=46819, ir=54196
time=47057, red=46825, ir=54181
time=47077, red=46812, ir=54157
time=47097, red=46812, ir=54159
time=47117, red=46798, ir=54133
time=47137, red=46795, ir=54117
time=47157, red=46808, ir=54114
time=47177, red=46812, ir=54100
time=47197, red=46799, ir=54105
time=47217, red=46814, ir=54109
time=47237, red=46816, ir=54109
time=47257, red=46830, ir=54111
time=47277, red=46842, ir=54116
time=47297, red=46830, ir=54124
time=47317, red=46846, ir=54139
time=47337, red=46839, ir=54140
time=47357, red=46842, ir=54145
time=47377, red=46865, ir=54159
time=47397, red=46848, ir=54152
time=47417, red=46857, ir=54164
time=47437, red=46862, ir=54172
time=47457, red=46865, ir=54173
time=47477, red=46877, ir=54174
time=47497, red=46866, ir=54171
time=47517, red=46880, ir=54179
time=47537, red=46872, ir=54205
time=47557, red=46872, ir=54185
time=47577, red=46870, ir=54208
time=47597, red=46872, ir=54214
time=47617, red=46886, ir=54221
time=47637, red=46871, ir=54223
time=47657, red=46892, ir=54232
time=47677, red=46869, ir=54249
time=47697, red=46888, ir=54266
time=47717, red=46893, ir=54264
time=47737, red=46882, ir=54268
time=47757, red=46898, ir=54273
time=47777, red=46898, ir=54285
time=47797, red=46895, ir=54288
time=47817, red=46898, ir=54309
time=47837, red=46883, ir=54299
time=47857, red=46888, ir=54305
time=47877, red=46911, ir=54308
time=47897, red=46895, ir=54305
time=47917, red=46897, ir=54309
time=47937, red=46895, ir=54309
time=47957, red=46895, ir=54298
HR=93, SP=96
time=47981, red=46899, ir=54325
time=47997, red=46897, ir=54333
time=48017, red=46901, ir=54337
time=48037, red=46881, ir=54343
time=48057, red=46899, ir=54364
time=48077, red=46892, ir=54350
time=48097, red=46890, ir=54359
time=48117, red=46885, ir=54352
time=48137, red=46884, ir=54347
time=48157, red=46882, ir=54328
time=48177, red=46867, ir=54312
time=48197, red=46863, ir=54297
time=48217, red=46858, ir=54276
time=48237, red=46844, ir=54253
time=48257, red=46842, ir=54233
time=48277, red=46842, ir=54210
time=48297, red=46839, ir=54196
time=48317, red=46825, ir=54154
time=48336, red=46820, ir=54163
time=48356, red=46826, ir=54144
time=48376, red=46827, ir=54129
time=48396, red=46809, ir=54128
time=48416, red=46812, ir=54118
time=48436, red=46835, ir=54120
time=48456, red=46825, ir=54112
time=48476, red=46843, ir=54130
time=48496, red=46829, ir=54134
time=48516, red=46843, ir=54143
time=48536, red=46859, ir=54138
time=48556, red=46851, ir=54147
time=48576, red=46860, ir=54170
time=48596, red=46864, ir=54163
time=48616, red=46870, ir=54172
time=48636, red=46870, ir=54187
time=48656, red=46876, ir=54189
time=48676, red=46878, ir=54206
time=48696, red=46885, ir=54204
time=48716, red=46871, ir=54194
time=48736, red=46888, ir=54215
time=48756, red=46866, ir=54200
time=48776, red=46888, ir=54212
time=48796, red=46869, ir=54227
time=48816, red=46894, ir=54221
time=48836, red=46882, ir=54228
time=48856, red=46898, ir=54225
time=48876, red=46896, ir=54223
time=48896, red=46878, ir=54231
time=48916, red=46874, ir=54242
time=48936, red=46904, ir=54240
time=48956, red=46892, ir=54248
time=48976, red=46893, ir=54264
time=48996, red=46901, ir=54270
time=49016, red=46898, ir=54279
time=49036, red=46900, ir=54284
time=49056, red=46908, ir=54286
time=49076, red=46901, ir=54299
time=49096, red=46904, ir=54313
time=49116, red=46903, ir=54296
time=49136, red=46902, ir=54301
time=49156, red=46905, ir=54304
time=49176, red=46902, ir=54320
time=49196, red=46887, ir=54339
time=49216, red=46913, ir=54339
time=49236, red=46922, ir=54357
time=49256, red=46904, ir=54347
time=49276, red=46907, ir=54344
time=49296, red=46908, ir=54352
time=49316, red=46904, ir=54363
time=49336, red=46910, ir=54363
time=49356, red=46893, ir=54372
time=49376, red=46908, ir=54373
time=49396, red=46900, ir=54393
time=49416, red=46903, ir=54394
time=49436, red=46912, ir=54382
time=49456, red=46896, ir=54384
time=49476, red=46890, ir=54350
time=49496, red=46888, ir=54356
time=49516, red=46877, ir=54332
time=49536, red=46867, ir=54316
time=49556, red=46873, ir=54284
time=49576, red=46864, ir=54286
time=49596, red=46859, ir=54254
time=49616, red=46848, ir=54229
time=49636, red=46853, ir=54206
time=49656, red=46849, ir=54207
time=49676, red=46842, ir=54188
time=49696, red=46840, ir=54182
time=49716, red=46844, ir=54174
time=49736, red=46838, ir=54175
time=49756, red=46857, ir=54182
time=49776, red=46859, ir=54184
time=49796, red=46847, ir=54202
time=49816, red=46871, ir=54209
time=49836, red=46882, ir=54229
time=49856, red=46897, ir=54243
time=49876, red=46885, ir=54244
time=49896, red=46902, ir=54268
time=49916, red=46898, ir=54259
time=49936, red=46898, ir=54254
time=49956, red=46905, ir=54272
HR=93, SP=96
time=49976, red=46905, ir=54291
time=49996, red=46910, ir=54284
time=50016, red=46902, ir=54276
time=50036, red=46909, ir=54286
time=50056, red=46910, ir=54284
time=50076, red=46900, ir=54268
time=50096, red=46910, ir=54280
time=50116, red=46908, ir=54285
time=50136, red=46897, ir=54301
time=50156, red=46908, ir=54284
time=50176, red=46910, ir=54301
time=50196, red=46911, ir=54328
time=50216, red=46928, ir=54329
time=50236, red=46915, ir=54335
time=50256, red=46920, ir=54344
time=50276, red=46926, ir=54330
time=50296, red=46931, ir=54353
time=50316, red=46922, ir=54374
time=50336, red=46927, ir=54375
time=50356, red=46932, ir=54389
time=50376, red=46932, ir=54386
time=50396, red=46936, ir=54389
time=50416, red=46932, ir=54413
time=50436, red=46942, ir=54414
time=50456, red=46933, ir=54409
time=50476, red=46932, ir=54426
time=50496, red=46930, ir=54432
time=50516, red=46927, ir=54440
time=50536, red=46941, ir=54450
time=50556, red=46930, ir=54447
time=50576, red=46935, ir=54467
time=50596, red=46929, ir=54453
time=50616, red=46930, ir=54467
time=50636, red=46937, ir=54480
time=50656, red=46926, ir=54466
time=50676, red=46926, ir=54470
time=50696, red=46910, ir=54445
time=50716, red=46912, ir=54436
time=50736, red=46900, ir=54409
time=50756, red=46896, ir=54386
time=50776, red=46881, ir=54358
time=50796, red=46882, ir=54342
time=50816, red=46866, ir=54343
time=50836, red=46869, ir=54302
time=50856, red=46879, ir=54298
time=50876, red=46882, ir=54280
time=50896, red=46869, ir=54281
time=50916, red=46879, ir=54258
time=50936, red=46874, ir=54267
time=50956, red=46868, ir=54256
time=50976, red=46876, ir=54244
time=50996, red=46878, ir=54255
time=51016, red=46870, ir=54269
time=51036, red=46891, ir=54274
time=51056, red=46895, ir=54287
time=51076, red=46911, ir=54292
time=51096, red=46895, ir=54290
time=51116, red=46910, ir=54321
time=51136, red=46907, ir=54321
time=51156, red=46928, ir=54344
time=51176, red=46915, ir=54339
time=51196, red=46919, ir=54349
time=51216, red=46924, ir=54349
time=51236, red=46929, ir=54366
time=51256, red=46929, ir=54361
time=51276, red=46928, ir=54369
time=51296, red=46914, ir=54377
time=51316, red=46924, ir=54378
time=51336, red=46912, ir=54375
time=51356, red=46915, ir=54384
time=51376, red=46927, ir=54390
time=51396, red=46929, ir=54366
time=51415, red=46920, ir=54379
time=51435, red=46929, ir=54390
time=51455, red=46912, ir=54395
time=51475, red=46930, ir=54400
time=51495, red=46930, ir=54393
time=51515, red=46922, ir=54414
time=51535, red=46951, ir=54426
time=51555, red=46933, ir=54436
time=51575, red=46948, ir=54436
time=51595, red=46938, ir=54471
time=51615, red=46946, ir=54473
time=51635, red=46940, ir=54469
time=51655, red=46952, ir=54488
time=51675, red=46936, ir=54469
time=51695, red=46964, ir=54502
time=51715, red=46954, ir=54496
time=51735, red=46953, ir=54500
time=51755, red=46950, ir=54508
time=51775, red=46954, ir=54499
time=51795, red=46953, ir=54513
time=51815, red=46957, ir=54523
time=51835, red=46957, ir=54527
time=51855, red=46950, ir=54538
time=51875, red=46939, ir=54518
time=51895, red=46944, ir=54521
time=51915, red=46939, ir=54524
time=51935, red=46935, ir=54505
time=51955, red=46928, ir=54498
HR=92, SP=95
time=51980, red=46926, ir=54469
time=51995, red=46912, ir=54453
time=52015, red=46912, ir=54437
time=52035, red=46902, ir=54418
time=52055, red=46904, ir=54395
time=52075, red=46885, ir=54385
time=52095, red=46883, ir=54344
time=52115, red=46893, ir=54339
time=52135, red=46875, ir=54333
time=52155, red=46886, ir=54322
time=52175, red=46885, ir=54319
time=52195, red=46889, ir=54312
time=52215, red=46893, ir=54322
time=52235, red=46892, ir=54317
time=52255, red=46900, ir=54320
time=52275, red=46908, ir=54329
time=52295, red=46911, ir=54319
time=52315, red=46914, ir=54366
time=52335, red=46917, ir=54345
time=52355, red=46926, ir=54371
time=52375, red=46929, ir=54379
time=52395, red=46943, ir=54390
time=52415, red=46944, ir=54396
time=52435, red=46943, ir=54396
time=52455, red=46947, ir=54415
time=52475, red=46951, ir=54412
time=52495, red=46954, ir=54408
time=52515, red=46948, ir=54422
time=52535, red=46959, ir=54436
time=52555, red=46951, ir=54445
time=52575, red=46955, ir=54430
time=52595, red=46965, ir=54449
time=52615, red=46953, ir=54445
time=52635, red=46959, ir=54446
time=52655, red=46957, ir=54447
time=52675, red=46950, ir=54462
time=52695, red=46954, ir=54459
time=52715, red=46957, ir=54462
time=52735, red=46951, ir=54469
time=52755, red=46968, ir=54488
time=52775, red=46965, ir=54496
time=52795, red=46962, ir=54494
time=52815, red=46965, ir=54497
time=52835, red=46951, ir=54501
time=52855, red=46960, ir=54503
time=52875, red=46967, ir=54523
time=52895, red=46958, ir=54536
time=52915, red=46972, ir=54541
time=52935, red=46972, ir=54552
time=52955, red=46969, ir=54567
time=52975, red=46980, ir=54557
time=52995, red=46973, ir=54578
time=53015, red=46976, ir=54569
time=53035, red=46977, ir=54582
time=53055, red=46969, ir=54578
time=53075, red=46974, ir=54582
time=53095, red=46961, ir=54596
time=53115, red=46961, ir=54606
time=53135, red=46973, ir=54600
time=53155, red=46977, ir=54605
time=53175, red=46960, ir=54610
time=53195, red=46967, ir=54603
time=53215, red=46956, ir=54610
time=53235, red=46958, ir=54606
time=53255, red=46955, ir=54592
time=53275, red=46944, ir=54583
time=53295, red=46935, ir=54561
time=53315, red=46942, ir=54538
time=53335, red=46931, ir=54531
time=53355, red=46923, ir=54510
time=53375, red=46931, ir=54484
time=53395, red=46916, ir=54475
time=53415, red=46911, ir=54459
time=53435, red=46916, ir=54448
time=53455, red=46900, ir=54436
time=53475, red=46899, ir=54420
time=53495, red=46909, ir=54421
time=53515, red=46912, ir=54414
time=53535, red=46912, ir=54404
time=53555, red=46899, ir=54402
time=53575, red=46922, ir=54423
time=53595, red=46934, ir=54438
time=53615, red=46923, ir=54430
time=53635, red=46934, ir=54437
time=53655, red=46940, ir=54446
time=53675, red=46955, ir=54458
time=53695, red=46941, ir=54456
time=53715, red=46955, ir=54462
time=53735, red=46956, ir=54471
time=53755, red=46947, ir=54462
time=53775, red=46952, ir=54477
time=53795, red=46954, ir=54470
time=53815, red=46946, ir=54470
time=53835, red=46959, ir=54472
time=53855, red=46956, ir=54480
time=53875, red=46953, ir=54486
time=53895, red=46951, ir=54482
time=53915, red=46955, ir=54489
time=53935, red=46944, ir=54481
time=53955, red=46957, ir=54491
HR=92, SP=96
time=53975, red=46941, ir=54499
time=53995, red=46955, ir=54508
time=54015, red=46966, ir=54499
time=54035, red=46964, ir=54503
time=54055, red=46960, ir=54498
time=54075, red=46949, ir=54511
time=54095, red=46951, ir=54511
time=54115, red=46964, ir=54512
time=54135, red=46967, ir=54524
time=54155, red=46971, ir=54535
time=54175, red=46968, ir=54532
time=54195, red=46964, ir=54553
time=54215, red=46974, ir=54552
time=54235, red=46960, ir=54550
time=54255, red=46966, ir=54548
time=54275, red=46965, ir=54575
time=54295, red=46954, ir=54575
time=54315, red=46965, ir=54571
time=54335, red=46959, ir=54586
time=54355, red=46966, ir=54585
time=54375, red=46964, ir=54601
time=54395, red=46969, ir=54604
time=54415, red=46975, ir=54625
time=54435, red=46954, ir=54634
time=54455, red=46962, ir=54630
time=54475, red=46957, ir=54640
time=54495, red=46972, ir=54628
time=54515, red=46978, ir=54632
time=54535, red=46967, ir=54645
time=54555, red=46955, ir=54655
time=54575, red=46959, ir=54645
time=54595, red=46952, ir=54631
time=54615, red=46949, ir=54636
time=54635, red=46926, ir=54618
time=54655, red=46934, ir=54610
time=54675, red=46933, ir=54581
time=54695, red=46917, ir=54575
time=54715, red=46916, ir=54554
time=54735, red=46915, ir=54514
time=54755, red=46887, ir=54493
time=54775, red=46887, ir=54480
time=54795, red=46870, ir=54461
time=54815, red=46852, ir=54426
time=54835, red=46858, ir=54413
time=54855, red=46852, ir=54404
time=54875, red=46850, ir=54384
time=54895, red=46868, ir=54381
time=54914, red=46875, ir=54381
time=54934, red=46872, ir=54391
time=54954, red=46888, ir=54385
time=54974, red=46885, ir=54387
time=54994, red=46879, ir=54397
time=55014, red=46882, ir=54382
time=55034, red=46899, ir=54400
time=55054, red=46900, ir=54427
time=55074, red=46926, ir=54442
time=55094, red=46918, ir=54445
time=55114, red=46921, ir=54441
time=55134, red=46919, ir=54446
time=55154, red=46922, ir=54454
time=55174, red=46935, ir=54461
time=55194, red=46930, ir=54445
time=55214, red=46926, ir=54458
time=55234, red=46915, ir=54474
time=55254, red=46934, ir=54459
time=55274, red=46924, ir=54469
time=55294, red=46929, ir=54462
time=55314, red=46935, ir=54493
time=55334, red=46930, ir=54505
time=55354, red=46939, ir=54519
time=55374, red=46950, ir=54539
time=55394, red=46946, ir=54528
time=55414, red=46968, ir=54526
time=55434, red=46946, ir=54535
time=55454, red=46947, ir=54532
time=55474, red=46955, ir=54536
time=55494, red=46940, ir=54528
time=55514, red=46950, ir=54544
time=55534, red=46949, ir=54550
time=55554, red=46959, ir=54565
time=55574, red=46940, ir=54549
time=55594, red=46949, ir=54552
time=55614, red=46941, ir=54559
time=55634, red=46958, ir=54573
time=55654, red=46941, ir=54565
time=55674, red=46940, ir=54596
time=55694, red=46946, ir=54588
time=55714, red=46946, ir=54592
time=55734, red=46947, ir=54605
time=55754, red=46945, ir=54601
time=55774, red=46945, ir=54604
time=55794, red=46950, ir=54620
time=55814, red=46934, ir=54596
time=55834, red=46939, ir=54587
time=55854, red=46922, ir=54566
time=55874, red=46918, ir=54546
time=55894, red=46917, ir=54534
time=55914, red=46906, ir=54518
time=55934, red=46903, ir=54498
time=55954, red=46892, ir=54474
HR=96, SP=96
time=55979, red=46882, ir=54471
time=55994, red=46899, ir=54443
time=56014, red=46888, ir=54440
time=56034, red=46881, ir=54412
time=56054, red=46880, ir=54415
time=56074, red=46882, ir=54396
time=56094, red=46885, ir=54380
time=56114, red=46892, ir=54385
time=56134, red=46883, ir=54396
time=56154, red=46899, ir=54394
time=56174, red=46910, ir=54389
time=56194, red=46905, ir=54418
time=56214, red=46920, ir=54423
time=56234, red=46912, ir=54424
time=56254, red=46921, ir=54431
time=56274, red=46912, ir=54447
time=56294, red=46922, ir=54446
time=56314, red=46928, ir=54463
time=56334, red=46936, ir=54470
time=56354, red=46940, ir=54468
time=56374, red=46945, ir=54469
time=56394, red=46927, ir=54470
time=56414, red=46947, ir=54482
time=56434, red=46946, ir=54471
time=56454, red=46930, ir=54477
time=56474, red=46946, ir=54475
time=56494, red=46927, ir=54465
time=56514, red=46934, ir=54490
time=56534, red=46944, ir=54482
time=56554, red=46946, ir=54481
time=56574, red=46941, ir=54490
time=56594, red=46917, ir=54501
time=56614, red=46932, ir=54496
time=56634, red=46936, ir=54524
time=56654, red=46933, ir=54506
time=56674, red=46933, ir=54517
time=56694, red=46942, ir=54528
time=56714, red=46939, ir=54544
time=56734, red=46935, ir=54545
time=56754, red=46930, ir=54544
time=56774, red=46939, ir=54546
time=56794, red=46942, ir=54564
time=56814, red=46946, ir=54564
time=56834, red=46935, ir=54576
time=56854, red=46939, ir=54572
time=56874, red=46949, ir=54572
time=56894, red=46936, ir=54574
time=56914, red=46941, ir=54587
time=56934, red=46937, ir=54594
time=56954, red=46954, ir=54580
time=56974, red=46931, ir=54589
time=56994, red=46937, ir=54594
time=57014, red=46923, ir=54599
time=57034, red=46931, ir=54597
time=57054, red=46925, ir=54594
time=57074, red=46937, ir=54602
time=57094, red=46932, ir=54614
time=57114, red=46926, ir=54596
time=57134, red=46930, ir=54598
time=57154, red=46921, ir=54598
time=57174, red=46909, ir=54587
time=57194, red=46910, ir=54570
time=57214, red=46899, ir=54562
time=57234, red=46897, ir=54538
time=57254, red=46886, ir=54495
time=57274, red=46884, ir=54495
time=57294, red=46873, ir=54471
time=57314, red=46859, ir=54449
time=57334, red=46868, ir=54433
time=57354, red=46859, ir=54432
time=57374, red=46864, ir=54404
time=57394, red=46860, ir=54399
time=57414, red=46851, ir=54377
time=57434, red=46855, ir=54381
time=57454, red=46860, ir=54370
time=57474, red=46867, ir=54362
time=57494, red=46869, ir=54374
time=57514, red=46880, ir=54386
time=57534, red=46881, ir=54379
time=57554, red=46879, ir=54371
time=57574, red=46878, ir=54391
time=57594, red=46899, ir=54407
time=57614, red=46897, ir=54407
time=57634, red=46887, ir=54420
time=57654, red=46909, ir=54415
time=57674, red=46903, ir=54415
time=57694, red=46891, ir=54426
time=57714, red=46919, ir=54416
time=57734, red=46917, ir=54441
time=57754, red=46909, ir=54443
time=57774, red=46906, ir=54445
time=57794, red=46917, ir=54428
time=57814, red=46925, ir=54459
time=57834, red=46906, ir=54450
time=57854, red=46903, ir=54450
time=57874, red=46908, ir=54447
time=57894, red=46891, ir=54459
time=57914, red=46912, ir=54457
time=57934, red=46905, ir=54476
time=57954, red=46898, ir=54469
HR=95, SP=96
time=57974, red=46916, ir=54476
time=57994, red=46917, ir=54478
time=58014, red=46904, ir=54491
time=58033, red=46907, ir=54485
time=58053, red=46914, ir=54500
time=58073, red=46929, ir=54505
time=58093, red=46909, ir=54511
time=58113, red=46916, ir=54520
time=58133, red=46922, ir=54516
time=58153, red=46912, ir=54519
time=58173, red=46928, ir=54532
time=58193, red=46912, ir=54533
time=58213, red=46923, ir=54529
time=58233, red=46910, ir=54546
time=58253, red=46905, ir=54545
time=58273, red=46917, ir=54541
time=58293, red=46913, ir=54565
time=58313, red=46929, ir=54554
time=58333, red=46921, ir=54574
time=58353, red=46921, ir=54581
time=58373, red=46912, ir=54576
time=58393, red=46908, ir=54589
time=58413, red=46910, ir=54581
time=58433, red=46920, ir=54584
time=58453, red=46916, ir=54563
time=58473, red=46903, ir=54560
time=58493, red=46900, ir=54558
time=58513, red=46887, ir=54531
time=58533, red=46877, ir=54518
time=58553, red=46883, ir=54491
time=58573, red=46869, ir=54486
time=58593, red=46845, ir=54448
time=58613, red=46858, ir=54426
time=58633, red=46846, ir=54425
time=58653, red=46846, ir=54396
time=58673, red=46837, ir=54384
time=58693, red=46846, ir=54369
time=58713, red=46840, ir=54352
time=58733, red=46837, ir=54345
time=58753, red=46837, ir=54343
time=58773, red=46849, ir=54342
time=58793, red=46842, ir=54347
time=58813, red=46853, ir=54322
time=58833, red=46862, ir=54337
time=58853, red=46870, ir=54359
time=58873, red=46879, ir=54362
time=58893, red=46877, ir=54366
time=58913, red=46868, ir=54367
time=58933, red=46883, ir=54382
time=58953, red=46886, ir=54369
time=58973, red=46894, ir=54382
time=58993, red=46897, ir=54383
time=59013, red=46893, ir=54412
time=59033, red=46890, ir=54398
time=59053, red=46898, ir=54418
time=59073, red=46895, ir=54415
time=59093, red=46890, ir=54403
time=59113, red=46882, ir=54405
time=59133, red=46899, ir=54403
time=59153, red=46901, ir=54424
time=59173, red=46894, ir=54407
time=59193, red=46898, ir=54417
time=59213, red=46894, ir=54418
time=59233, red=46875, ir=54429
time=59253, red=46893, ir=54438
time=59273, red=46894, ir=54423
time=59293, red=46902, ir=54454
time=59313, red=46907, ir=54452
time=59333, red=46908, ir=54459
time=59353, red=46893, ir=54461
time=59373, red=46919, ir=54470
time=59393, red=46913, ir=54464
time=59413, red=46908, ir=54485
time=59433, red=46903, ir=54478
time=59453, red=46913, ir=54488
time=59473, red=46901, ir=54504
time=59493, red=46909, ir=54506
time=59513, red=46906, ir=54523
time=59533, red=46911, ir=54524
time=59553, red=46919, ir=54535
time=59573, red=46922, ir=54538
time=59593, red=46902, ir=54543
time=59613, red=46903, ir=54537
time=59633, red=46916, ir=54553
time=59653, red=46912, ir=54553
time=59673, red=46905, ir=54558
time=59693, red=46895, ir=54548
time=59713, red=46891, ir=54543
time=59733, red=46892, ir=54550
time=59753, red=46889, ir=54528
time=59773, red=46874, ir=54518
time=59793, red=46881, ir=54520
time=59813, red=46861, ir=54497
time=59833, red=46849, ir=54485
time=59853, red=46852, ir=54448
time=59873, red=46841, ir=54441
time=59893, red=46842, ir=54451
time=59913, red=46858, ir=54442
time=59933, red=46843, ir=54465
time=59953, red=46857, ir=54447
HR=93, SP=84
time=59977, red=46860, ir=54446
time=59993, red=46878, ir=54426
time=60013, red=46881, ir=54446
time=60033, red=46871, ir=54448
time=60053, red=46874, ir=54466
time=60073, red=46892, ir=54506
time=60093, red=46918, ir=54570
time=60113, red=46933, ir=54623
time=60133, red=46943, ir=54662
time=60153, red=46941, ir=54684
time=60173, red=46941, ir=54669
time=60193, red=46949, ir=54657
time=60213, red=46953, ir=54690
time=60233, red=46943, ir=54701
time=60253, red=46947, ir=54699
time=60273, red=46930, ir=54730
time=60293, red=46929, ir=54753
time=60313, red=46935, ir=54733
time=60333, red=46919, ir=54701
time=60353, red=46902, ir=54685
time=60373, red=46886, ir=54649
time=60393, red=46906, ir=54626
time=60413, red=46879, ir=54619
time=60433, red=46883, ir=54626
time=60453, red=46895, ir=54618
time=60473, red=46887, ir=54572
time=60493, red=46877, ir=54582
time=60513, red=46888, ir=54556
time=60533, red=46880, ir=54552
time=60553, red=46868, ir=54552
time=60573, red=46882, ir=54565
time=60593, red=46890, ir=54587
time=60613, red=46873, ir=54593
time=60633, red=46890, ir=54609
time=60653, red=46859, ir=54611
time=60673, red=46890, ir=54617
time=60693, red=46886, ir=54628
time=60713, red=46910, ir=54635
time=60733, red=46888, ir=54646
time=60753, red=46904, ir=54650
time=60773, red=46891, ir=54668
time=60793, red=46897, ir=54652
time=60813, red=46894, ir=54675
time=60833, red=46897, ir=54667
time=60853, red=46884, ir=54664
time=60873, red=46882, ir=54662
time=60893, red=46874, ir=54676
time=60913, red=46871, ir=54676
time=60933, red=46872, ir=54665
time=60953, red=46860, ir=54645
time=60973, red=46852, ir=54645
time=60993, red=46848, ir=54632
time=61013, red=46831, ir=54632
time=61033, red=46821, ir=54610
time=61053, red=46820, ir=54591
time=61072, red=46813, ir=54565
time=61092, red=46809, ir=54559
time=61112, red=46784, ir=54529
time=61132, red=46788, ir=54520
time=61152, red=46784, ir=54491
time=61172, red=46774, ir=54468
time=61192, red=46768, ir=54449
time=61212, red=46779, ir=54445
time=61232, red=46771, ir=54438
time=61252, red=46773, ir=54434
time=61272, red=46780, ir=54429
time=61292, red=46783, ir=54449
time=61312, red=46784, ir=54460
time=61332, red=46790, ir=54458
time=61352, red=46803, ir=54473
time=61372, red=46805, ir=54488
time=61392, red=46819, ir=54512
time=61412, red=46839, ir=54516
time=61432, red=46825, ir=54513
time=61452, red=46834, ir=54525
time=61472, red=46830, ir=54529
time=61492, red=46835, ir=54512
time=61512, red=46834, ir=54526
time=61532, red=46841, ir=54524
time=61552, red=46832, ir=54543
time=61572, red=46835, ir=54546
time=61592, red=46829, ir=54543
time=61612, red=46836, ir=54550
time=61632, red=46839, ir=54584
time=61652, red=46839, ir=54587
time=61672, red=46843, ir=54591
time=61692, red=46830, ir=54591
time=61712, red=46846, ir=54592
time=61732, red=46849, ir=54613
time=61752, red=46852, ir=54626
time=61772, red=46861, ir=54611
time=61792, red=46861, ir=54629
time=61812, red=46847, ir=54630
time=61832, red=46852, ir=54642
time=61852, red=46866, ir=54628
time=61872, red=46873, ir=54632
time=61892, red=46854, ir=54627
time=61912, red=46855, ir=54624
time=61932, red=46841, ir=54614
time=61952, red=46864, ir=54632
HR=92, SP=69
time=61972, red=46845, ir=54625
time=61992, red=46862, ir=54631
time=62012, red=46845, ir=54633
time=62032, red=46846, ir=54632
time=62052, red=46836, ir=54620
time=62072, red=46840, ir=54617
time=62092, red=46839, ir=54611
time=62112, red=46832, ir=54620
time=62132, red=46850, ir=54624
time=62152, red=46830, ir=54635
time=62172, red=46844, ir=54620
time=62192, red=46839, ir=54607
time=62212, red=46827, ir=54594
time=62232, red=46814, ir=54606
time=62252, red=46833, ir=54611
time=62272, red=46830, ir=54589
time=62292, red=46818, ir=54595
time=62312, red=46796, ir=54568
time=62332, red=46801, ir=54555
time=62352, red=46793, ir=54545
time=62372, red=46781, ir=54527
time=62392, red=46766, ir=54486
time=62412, red=46757, ir=54478
time=62432, red=46759, ir=54441
time=62452, red=46737, ir=54436
time=62472, red=46747, ir=54413
time=62492, red=46745, ir=54379
time=62512, red=46743, ir=54367
time=62532, red=46732, ir=54365
time=62552, red=46737, ir=54350
time=62572, red=46738, ir=54334
time=62592, red=46740, ir=54318
time=62612, red=46729, ir=54302
time=62632, red=46740, ir=54302
time=62652, red=46749, ir=54312
time=62672, red=46750, ir=54334
time=62692, red=46765, ir=54324
time=62712, red=46754, ir=54320
time=62732, red=46768, ir=54336
time=62752, red=46774, ir=54346
time=62772, red=46785, ir=54334
time=62792, red=46759, ir=54333
time=62812, red=46777, ir=54316
time=62832, red=46787, ir=54310
time=62852, red=46783, ir=54304
time=62872, red=46782, ir=54327
time=62892, red=46787, ir=54313
time=62912, red=46793, ir=54309
time=62932, red=46791, ir=54314
time=62952, red=46788, ir=54322
time=62972, red=46792, ir=54323
time=62992, red=46801, ir=54325
time=63012, red=46797, ir=54333
time=63032, red=46801, ir=54329
time=63052, red=46802, ir=54308
time=63072, red=46786, ir=54321
time=63092, red=46804, ir=54327
time=63112, red=46801, ir=54333
time=63132, red=46812, ir=54329
time=63152, red=46812, ir=54340
time=63172, red=46808, ir=54332
time=63192, red=46804, ir=54349
time=63212, red=46808, ir=54355
time=63232, red=46811, ir=54353
time=63252, red=46820, ir=54363
time=63272, red=46816, ir=54367
time=63292, red=46825, ir=54366
time=63312, red=46808, ir=54388
time=63332, red=46822, ir=54387
time=63352, red=46813, ir=54392
time=63372, red=46835, ir=54414
time=63392, red=46824, ir=54412
time=63412, red=46826, ir=54431
time=63432, red=46827, ir=54435
time=63452, red=46838, ir=54443
time=63472, red=46816, ir=54443
time=63492, red=46821, ir=54455
time=63512, red=46823, ir=54445
time=63532, red=46818, ir=54455
time=63552, red=46825, ir=54451
time=63572, red=46816, ir=54449
time=63592, red=46836, ir=54454
time=63612, red=46815, ir=54433
time=63632, red=46813, ir=54410
time=63651, red=46798, ir=54397
time=63671, red=46791, ir=54361
time=63691, red=46779, ir=54365
time=63711, red=46773, ir=54335
time=63731, red=46761, ir=54313
time=63751, red=46771, ir=54301
time=63771, red=46756, ir=54284
time=63791, red=46763, ir=54287
time=63811, red=46751, ir=54273
time=63831, red=46747, ir=54269
time=63851, red=46754, ir=54246
time=63871, red=46759, ir=54238
time=63891, red=46757, ir=54222
time=63911, red=46771, ir=54224
time=63931, red=46772, ir=54220
time=63951, red=46763, ir=54231
HR=95, SP=88
time=63976, red=46781, ir=54240
time=63991, red=46784, ir=54254
time=64011, red=46784, ir=54260
time=64031, red=46799, ir=54265
time=64051, red=46807, ir=54280
time=64071, red=46817, ir=54268
